ITEM_20150317_000001	$Elmo_vazio 
ITEM_20150414_004694	Carne de Kepari
ITEM_20150414_004695	{memo X}Pedaço de carne arrancado durante uma caçada. Seu fedor tira a vontade de comê-la. 
ITEM_20150414_004696	{memo X}Fonte de energia dispersa pelo Cristal de Raiz de Árvore. Precisa recolher para remover a contaminação. 
ITEM_20150414_004697	{memo X}Revela os monstros que, sob o efeito da Maldição da Ira, mataram Peregrinos. 
ITEM_20150414_004698	Flor Anônima 
ITEM_20150414_004699	{memo X}Flor de oferenda no altar para apaziguar almas furiosas. 
ITEM_20150414_004700	Mapa do Sacrário da Floresta da Oração 
ITEM_20150414_004701	Mapa que mostra todos os sacrários abençoados na Floresta da Oração. {nl}Clique com o botão direito para abrir o mapa. Saia do mapa quando terminar de explorar a Floresta da Oração. {nl}Local de retorno: Estrada para a Encruzilhada Apsimesti 
ITEM_20150414_004702	{memo X}Água para limpar o pó de gesso após consertar a Estátua da Deusa. É muito limpa. 
ITEM_20150414_004703	Marca que Naktis colocou nos monstros para controlá-los. 
ITEM_20150414_004704	{memo X}Água de um riacho pequeno na Floresta da Oração. Parece ser potável. 
ITEM_20150414_004705	Flores de Junco 
ITEM_20150414_004706	Lanterna 
ITEM_20150414_004707	Amuleto 
ITEM_20150414_004708	Carne Fresca 
ITEM_20150414_004709	{memo X}Carne para alimentar os falcões de criação. Eles adoram. 
ITEM_20150414_004710	Símbolo de Blut
ITEM_20150414_004711	{memo X}Símbolo com o poder de Blut. Parece que Blut o entregou aos seus servos demônios. 
ITEM_20150414_004712	Símbolo distribuído pelo Lorde Demônio Hauberk aos seus servos como sinal de sua lealdade. 
ITEM_20150414_004713	Orbe de Necromancia de Arune 
ITEM_20150414_004714	{memo X}Orbe que Kyupol Arune usou para interrogar demônios. É necessário ter a ajuda de Hauberk. 
ITEM_20150414_004715	{memo X}Cristal abençoado com os poderes da Deusa Vakarine. Foi modificado para poder ser usado pelo povo de Zydrone. 
ITEM_20150414_004716	{memo X}Esfera espectral criada por Kupole Daiba para vigiar demônios. Pode ser usada para encontrar Hauberk. 
ITEM_20150414_004717	{memo X}Runa com o poder da Deusa Vakarine. Absorve a alma dos demônios 
ITEM_20150414_004718	Símbolo de Lacre
ITEM_20150414_004719	Símbolo que Kupoles colocou em demônios cruéis na Prisão de Demônios. 
ITEM_20150414_004720	Fragmento lacrado da alma despedaçada de Hauberk. 
ITEM_20150414_004721	Fragmento colocado nos demônios por Nuaele para garantir sua obediência. 
ITEM_20150414_004722	{memo X}Vestígios deixados por demônios que passaram pela transição. 
ITEM_20150414_004723	Alma vazia necessária para uma recuperação rápida de Dionysus. 
ITEM_20150414_004724	{memo X}Quinquilharia deixada por aventureiros que entraram na Prisão de Demônios. Parece que foram mortos por demônios. 
ITEM_20150414_004725	{memo X}Pedaço de símbolo que caiu do Lacre Rada. Evidência de que Dionysus causou tumultos após perder seu ego. 
ITEM_20150414_004726	{memo X}Garra encontrada enfincada em um demônio. Parece que foi atacado por Dionísio. 
ITEM_20150414_004727	{memo X}Kupole Sigita diz que esse dente servirá como aviso para outros demônios. 
ITEM_20150414_004728	{memo X}Raiz resistente de um Kepa Vermelho Grande. Ingrediente necessário para fazer uma placa frontal. 
ITEM_20150414_004729	{memo X}Dente de Kepa Vermelho que pode ser usado para fazer uma ombreira. 
ITEM_20150414_004730	{memo X}Couro de Jukopus. Pode ser usado para fazer uma placa dorsal. 
ITEM_20150414_004731	Couro de Ladrão Vubbe necessário para fazer um protetor de peito. 
ITEM_20150414_004732	{memo X}Bolsa com várias ferramentas de alquimia. 
ITEM_20150414_004733	{memo X}Moldura engolida por um monstro. Há vestígios de que tinha algo nela antes. 
ITEM_20150414_004734	{memo X}Pergaminho que teleporta quem o estiver usando para o Mestre Indulgente no Ribeiro de Cristal. Apenas pode ser usado quando o Santuário estiver correndo perigo, portanto, é inútil acumular muitos. 
ITEM_20150414_004735	{memo X}Bolacha que alguém escondeu em uma pilha de grama. Está suja. 
ITEM_20150414_004736	Veneno obtido do Scorpio. {nl}É mesmo um ingrediente para bebida energética? 
ITEM_20150414_004737	{memo X}Folha de uma erva doce. Quando mastigada ao tomar um remédio amargo, mascara o sabor ruim com sua doçura.
ITEM_20150414_004738	{memo X}Tronco que parece ser útil como lenha. Empilhe para queimar no círculo mágico. 
ITEM_20150414_004739	{memo X}Frasco vazio que o Mago Limas deu a você. Frasco de vidro comum. 
ITEM_20150414_004740	Aura Maligna de Ellum 
ITEM_20150414_004741	{memo X}Frasco contendo um terço da aura perversa de Ellum. Precisa estar totalmente cheio. 
ITEM_20150414_004742	{memo X}Frasco contendo dois terços da aura perversa de Ellum. Está quase cheio. 
ITEM_20150414_004743	{memo X}Frasco cheio com a aura perversa de Ellum. 
ITEM_20150414_004744	{memo X}Frasco contendo um terço da aura perversa de Kepossemente. Precisa estar totalmente cheio. 
ITEM_20150414_004745	{memo X}Frasco contendo dois terços da aura perversa de Kepossemente. Está quase cheio. 
ITEM_20150414_004746	{memo X}Cabeça de uma estátua pequena. Que tipo de estátua pode ser? 
ITEM_20150414_004747	{memo X}Torso de uma estátua pequena. As mãos estão entrelaçadas. 
ITEM_20150414_004748	{memo X}Parte inferior de uma estátua pequena. Difícil de identificar devido à sua fragmentação. 
ITEM_20150414_004749	{memo X}Asas de uma estátua pequena. Não parecem ser asas de uma ave. 
ITEM_20150414_004750	Martelo de Madeira 
ITEM_20150414_004751	{memo X}Muco expelido por um monstro. Parece que pode servir como um bom adesivo. 
ITEM_20150414_004752	{memo X}Bebida amarga que dá forças para quem a bebe. 
ITEM_20150414_004753	{memo X}Material obtido dos monstros. Pode ser usado para criar várias armas. 
ITEM_20150414_004754	{memo X}Jarro usado para pegar veneno de vários monstros. Parece muito velho. 
ITEM_20150414_004755	Foice 
ITEM_20150414_004756	Ancinho(Sem uso) 
ITEM_20150414_004757	{memo X}Carta escrita por Horatius por empréstimo da ferramenta agrícola. 
ITEM_20150414_004758	{memo X}Neolle arrancada de suas raízes. A raiz e a folha são usadas para consumo. 
ITEM_20150414_004759	Carne Seca Pronta 
ITEM_20150414_004760	{memo X}Pedra mágica feita por Yonas. Dizem que pode ser usada para destruir o círculo mágico. 
ITEM_20150414_004761	{memo X}Bolsa roubada por monstros. Parece ter várias mordidas. 
ITEM_20150414_004762	{memo X}Pedaço de carne desconhecida. Cheira a peixe 
ITEM_20150414_004763	Estátua da Deusa pequena restaurada com cada um dos pedaços fragmentados espalhados por aí. 
ITEM_20150414_004764	Urna de Mago 
ITEM_20150414_004765	Lenha Seca 
ITEM_20150414_004766	Lenha totalmente seca. 
ITEM_20150414_004767	Tronco ideal para fazer uma cerca resistente. 
ITEM_20150414_004768	{memo X}Adaga colocada na parte de cima de um pedaço de couro entalhado com um círculo mágico. Tem algo de sinistro. 
ITEM_20150414_004769	{memo X}Garra afiada de Lagartomem. As mudas misteriosas reagem a ela. 
ITEM_20150414_004770	{memo X}Secreção extraída de Owo Laranja. Usada na cerimônia de purificação do Druida. 
ITEM_20150414_004771	{memo X}Caixa pequena com mudas. Está cheia de sementes. 
ITEM_20150414_004772	{memo X}Restos Mortais de Owo 
ITEM_20150414_004773	{memo X}Restos de Owo após sua morte. Necessários para um pesquisador. 
ITEM_20150414_004774	{memo X}Raiz de uma parreira necessária para o Pesquisador Monahan. Parece saudável, ao contrário do caule. 
ITEM_20150414_004775	{memo X}Chifre de uma Ovelha Arbórea Tarrancuda. O capataz da fazendo diz que precisa dele. 
ITEM_20150414_004776	{memo X}Antídoto que pode curar fazendeiros envenenados. Consiga o mais rápido possível para eles. 
ITEM_20150414_004777	{memo X}Vasilha de pedra especial usada para o ritual do Druid. 
ITEM_20150414_004778	{memo X}Vasilha de pedra cheia de água. Parece que sua aura rara atrai monstros. 
ITEM_20150414_004779	Bolsa de Sementes de Weiss
ITEM_20150414_004780	Bolsa valiosa roubada por Weiss sem chamar a atenção dos soldados. 
ITEM_20150414_004781	{memo X}Colar de ouro com entalhe do símbolo da Família Shaton. Está manchado de sangue. 
ITEM_20150414_004782	Chifre de Toupeira d'Árvore Rosa
ITEM_20150414_004783	É uma prova de que quem o possui matou a Toupeira d'Árvore. 
ITEM_20150414_004784	{memo X}Amostra de monstro solicitada pelo pesquisador Gareth. Será que revelará por que as sementes estão sofrendo? 
ITEM_20150414_004785	{memo X}Amostra de monstro solicitada pelo Piromante. Ainda está quente. 
ITEM_20150414_004786	{memo X}Antídoto que pode curar mineradores envenenados. O Mestre Caçador conhece a fórmula. 
ITEM_20150414_004787	{memo X}Couro com um símbolo entalhado. Parece um círculo mágico. 
ITEM_20150414_004788	{memo X}Poção obtida do Mestre Caçador. Cria um antídoto ao misturar com a Folha de Ridimed.
ITEM_20150414_004789	{memo X}Veneno de uma adaga desconhecida. Parece ter relação com o couro entalhado com um círculo mágico. 
ITEM_20150414_004790	{memo X}Dispositivo que controla o crescimento dos monstros. Parece que também funciona com sementes. 
ITEM_20150414_004791	{memo X}Fórmula de antídoto escrita pelo Mestre Caçador. Misture o solvente de desintoxicação com a Folha de Ridimed. 
ITEM_20150414_004792	Poção Especial de Charlotte 
ITEM_20150414_004793	{memo X}Poção especial que apenas Charlotte sabe preparar. Faz as plantas murcharem.
ITEM_20150428_004794	Equipamento que ajuda em combate. 
ITEM_20150428_004795	Badelaire de Yorgis 
ITEM_20150428_004796	{memo X}Espada de Dio Superior 
ITEM_20150428_004797	{memo X}Espada de Thresh Superior 
ITEM_20150428_004798	{memo X}Espada de Sestas Superior  
ITEM_20150428_004799	{memo X}Espada de Dratt Superior  
ITEM_20150428_004800	{memo X}Espada de Aston Superior  
ITEM_20150428_004801	Labareda 
ITEM_20150428_004802	Espada de Galatunis 
ITEM_20150428_004803	Espada de Eyestra 
ITEM_20150428_004804	Katzbalger de Yorgis  
ITEM_20150428_004805	{memo X}Espada Grande de Dio Superior 
ITEM_20150428_004806	{memo X}Espada Grande de Thresh Superior  
ITEM_20150428_004807	{memo X}Espada Grande de Sestas Superior  
ITEM_20150428_004808	{memo X}Espada Grande de Dratt Superior  
ITEM_20150428_004809	{memo X}Espada Grande de Aston Superior  
ITEM_20150428_004810	Serra 
ITEM_20150428_004811	Espada Grande de Galatunis  
ITEM_20150428_004812	Espada Grande de Eyestra  
ITEM_20150428_004813	Bastão de Transmutação de Yorgis 
ITEM_20150428_004814	{memo X}Bastão de Dio Superior  
ITEM_20150428_004815	{memo X}Bastão de Thresh Superior  
ITEM_20150428_004816	{memo X}Bastão de Sestas Superior  
ITEM_20150428_004817	{memo X}Bastão de Dratt Superior  
ITEM_20150428_004818	{memo X}Bastão de Aston Superior  
ITEM_20150428_004819	Bastão de Galatunis 
ITEM_20150428_004820	Bastão de Eyestra 
ITEM_20150428_004821	Arco de Cerco de Yorgis 
ITEM_20150428_004822	{memo X}Arco de Dio Superior  
ITEM_20150428_004823	{memo X}Arco de Thresh Superior  
ITEM_20150428_004824	{memo X}Arco de Sestas Superior  
ITEM_20150428_004825	{memo X}Arco de Dratt Superior  
ITEM_20150428_004826	{memo X}Arco de Aston Superior  
ITEM_20150428_004827	Arco de Galatunis 
ITEM_20150428_004828	Arco Distinto 
ITEM_20150428_004829	Torreta de Fedimian de Yorgis 
ITEM_20150428_004830	Besta de Galatunis 
ITEM_20150428_004831	Besta de Eyestra 
ITEM_20150428_004832	{memo X}Maça de Dio Superior  
ITEM_20150428_004833	{memo X}Maça de Thresh Superior  
ITEM_20150428_004834	{memo X}Maça de Sestas Superior  
ITEM_20150428_004835	{memo X}Maça de Dratt Superior  
ITEM_20150428_004836	{memo X}Maça de Aston Superior  
ITEM_20150428_004837	Maça de Galatunis 
ITEM_20150428_004838	Maça de Eyestra 
ITEM_20150428_004839	 - Causa uma explosão a cada 10 ataques consecutivos. 
ITEM_20150428_004840	Parece frágil, mas causa uma explosão após o 10o ataque do usuário. 
ITEM_20150428_004841	Ahlspiess de Yorgis 
ITEM_20150428_004842	{memo X}Lança de Thresh Superior 
ITEM_20150428_004843	Lança de Sestas 
ITEM_20150428_004844	{memo X}Lança de Sestas Superior  
ITEM_20150428_004845	{memo X}Lança de Dratt Superior  
ITEM_20150428_004846	{memo X}Lança de Aston Superior  
ITEM_20150428_004847	Lança de Galatunis 
ITEM_20150428_004848	Grande Aposta 
ITEM_20150428_004849	Ahlspiess de Yorgis 
ITEM_20150428_004850	{memo X}Lança Longa de Sestas Superior  
ITEM_20150428_004851	$Lança Longa de Dratt  
ITEM_20150428_004852	{memo X}Lança Longa de Sestas Superior  
ITEM_20150428_004853	Lança Longa de Aston 
ITEM_20150428_004854	{memo X}Lança Longa de Aston Superior  
ITEM_20150428_004855	Lança Longa de Galatunis 
ITEM_20150428_004856	Lança Longa de Eyestra 
ITEM_20150428_004857	Faca de Yorgis 
ITEM_20150428_004858	Cajado de Aço de Yorgis 
ITEM_20150428_004859	{memo X}Cajado de Dio Superior 
ITEM_20150428_004860	{memo X}Cajado de Thresh Superior 
ITEM_20150428_004861	{memo X}Cajado de Sestas Superior 
ITEM_20150428_004862	{memo X}Cajado de Dart Superior 
ITEM_20150428_004863	{memo X}Cajado de Aston Superior 
ITEM_20150428_004864	Cajado de Galatunis 
ITEM_20150428_004865	Cajado de Eyestra 
ITEM_20150428_004866	Pistola de Aston Superior 
ITEM_20150428_004867	Pistola de Devi 
ITEM_20150428_004868	Luvas de Terra 
ITEM_20150428_004869	Botas de Terra 
ITEM_20150428_004870	Calças de Terra 
ITEM_20150428_004871	Túnica de Terra 
ITEM_20150428_004872	Luvas de Couro de Terra 
ITEM_20150428_004873	Botas de Couro de Terra 
ITEM_20150428_004874	Calças de Couro de Terra 
ITEM_20150428_004875	Armadura de Couro de Terra 
ITEM_20150428_004876	Luvas de Metal de Terra 
ITEM_20150428_004877	Caneleiras de Metal de Terra 
ITEM_20150428_004878	Calças de Metal de Terra 
ITEM_20150428_004879	Armadura de Metal de Terra 
ITEM_20150428_004880	Luvas da Família Legwyn 
ITEM_20150428_004881	{memo X}Armadura usada pela Família Legwyn. 
ITEM_20150428_004882	Botas da Família Legwyn 
ITEM_20150428_004883	Calças da Família Legwyn 
ITEM_20150428_004884	Túnica da Família Legwyn 
ITEM_20150428_004885	Luvas de Couro da Família Legwyn 
ITEM_20150428_004886	Botas de Couro da Família Legwyn 
ITEM_20150428_004887	Calças de Couro da Família Legwyn 
ITEM_20150428_004888	Armadura de Couro da Família Legwyn 
ITEM_20150428_004889	Luvas de Metal da Família Legwyn 
ITEM_20150428_004890	Caneleiras de Metal da Família Legwyn 
ITEM_20150428_004891	Calças de Metal da Família Legwyn 
ITEM_20150428_004892	Armadura de Metal da Família Legwyn 
ITEM_20150428_004893	Colar de Abominação 
ITEM_20150428_004894	Bracelete de Abominação 
ITEM_20150428_004895	Galho Florido 
ITEM_20150428_004896	Conjunto de Sopa 
ITEM_20150428_004897	Aumenta em 2, por 180 segundos, a velocidade de movimento. {nl}Clique com o botão direito para usar. Recarga de 30 segundos. 
ITEM_20150428_004898	Fruta de sabor doce e azedo. {nl}Restaura HP a cada 2 segundos. Restaura 180 de HP por 15 segundos. {nl}Clique com o botão direito para usar. 
ITEM_20150428_004899	Cristal obtido ao refinar o pedaço de cristal. {nl}Vai proteger você do gás venenoso de 2 blocos. 
ITEM_20150428_004900	Cristal obtido ao refinar o pedaço de cristal. {nl}Restaura HP a cada 2 segundos. Restaura 440 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 30 segundos. 
ITEM_20150428_004901	Cristal obtido ao refinar o pedaço de cristal. {nl}Restaura SP a cada 2 segundos. Restaura 280 de SP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 30 segundos. 
ITEM_20150428_004902	Cristal obtido ao refinar o pedaço de cristal. {nl}Aumenta em 2, por 180 segundos, a velocidade de movimento. {nl}Clique com o botão direito para usar. Recarga de 30 segundos. 
ITEM_20150428_004903	Intensificador de Ataque de +10 
ITEM_20150428_004904	Adiciona +10 de dano à sua arma. {nl}Pode usar logo após ter registrado no espaço. 
ITEM_20150428_004905	Intensificador de Ataque de +15 
ITEM_20150428_004906	Adiciona +15 de dano à sua arma. {nl}Pode usar logo após ter registrado no espaço. 
ITEM_20150428_004907	Intensificador de Ataque de +20 
ITEM_20150428_004908	Adiciona +20 de dano à sua arma. {nl}Pode usar logo após ter registrado no espaço. 
ITEM_20150428_004909	Poção de HP Concentrada Nv1 
ITEM_20150428_004910	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 800 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
ITEM_20150428_004911	Poção de SP Concentrada Nv1 
ITEM_20150428_004912	{memo X}Restaura SP a cada 2 segundos. {nl}Restaura 640 de SP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 30 segundos. 
ITEM_20150428_004913	Pílula de Vigor Concentrado Nv1 
ITEM_20150428_004914	Restaura 50 de Vigor. {nl}Clique com o botão direito para usar. Recarga de 30 segundos. 
ITEM_20150428_004915	Poção de Aumento de Velocidade de Movimento Concentrada Nv1 
ITEM_20150428_004916	{memo X}Aumenta em 5, por 180 segundos, a velocidade de movimento. {nl}Clique com o botão direito para usar. Recarga de 30 segundos. 
ITEM_20150428_004917	Poção de HP Concentrada Nv2 
ITEM_20150428_004918	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 800 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
ITEM_20150428_004919	Poção de HP Concentrada Nv3 
ITEM_20150428_004920	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 960 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
ITEM_20150428_004921	Poção de HP Concentrada Nv4 
ITEM_20150428_004922	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 1.040 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
ITEM_20150428_004923	Poção de HP Concentrada Nv5 
ITEM_20150428_004924	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 1.120 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
ITEM_20150428_004925	Poção de HP Concentrada Nv6 
ITEM_20150428_004926	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 1.200 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
ITEM_20150428_004927	Poção de HP Concentrada Nv7 
ITEM_20150428_004928	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 1.280 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
ITEM_20150428_004929	Poção de HP Concentrada Nv8 
ITEM_20150428_004930	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 1.360 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
ITEM_20150428_004931	Poção de HP Concentrada Nv9 
ITEM_20150428_004932	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 1.440 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
ITEM_20150428_004933	Poção de HP Concentrada Nv10 
ITEM_20150428_004934	{memo X}Restaura HP a cada 2 segundos. {nl}Restaura 1.520 de HP por 15 segundos. {nl}Clique com o botão direito para usar. Recarga de 45 segundos. 
