QUEST_20150317_000001	Por favor, selecione o usuario que precisa de uma atualizacao de quest.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20180208_007435	Não tive a chance de ler seus conteúdos...{nl}Mas não acredito que Giltine encontraria neles pistas para escapar do selo.{nl}	그 기록들에 무슨 내용이 있는지는 아직 확인해 보지 못 했습니다만..{nl}적어도 붕괴된 차원에서 탈출하는 방법은 없을 것 입니다.{nl}				여신 바이보라
QUEST_20180208_007436	Devo dizer, tua coragem é inspiradora...{nl}Tenho certeza que estás aqui pela Revelação.{nl}	용기가 아주 대단하구나..{nl}네 몫의 계시를 찾으러 왔겠지?{nl}				마신 길티네
QUEST_20180208_007437	O que será que tua pobre Deusa estará pensando.{nl}Laima, Deusa do destino.{nl}	네 녀석의 여신이 이걸 보면 무슨 생각을 할까?{nl}운명의 여신, 라이마 말이다.{nl}				마신 길티네
QUEST_20180208_007438	Todas as esperanças... Está tudo em minhas mãos agora.{nl}Mal posso esperar para mostrar à Laima eu mesma a Revelação.{nl}	이젠 그 알량한 희망도 내 손안에 있다.{nl}어서 빨리 계시를 라이마에게 직접 보여주고 싶구나.{nl}				마신 길티네
QUEST_20180208_007439	Junto de suas miseráveis servas!	네 녀석의 절망도 함께!				마신 길티네
QUEST_20180208_007440	E tu, criatura. Sinto que este é o final de tua jornada.{nl}	네 위대한 여정도 여기까지구나 인간이여.{nl}				마신 길티네
QUEST_20180208_007441	O Revelador que não salvara a Revelação. Que infortúnio!{nl}Deveria me preocupar contigo?	계시를 손에 넣지 못한 계시자라니 우습구나!{nl}널 내가 직접 상대할 필요가 있을까?				마신 길티네
QUEST_20180208_007442	Isto é uma catástrofe!{nl}Fui muito tolerante.{nl}	곤란하게 되었습니다.{nl}저의 안일함으로 일이 틀어졌습니다.{nl}	QUEST_20171128_006671	Isto é uma catástrofe.{nl}Eu fui muito tolerante.{nl}Tenho certeza que o objetivo de Giltine é levar a Revelação de Laima em Valandis Room 91.	곤란하게 되었습니다.{nl}저의 안일함으로 일이 틀어졌습니다.{nl}길티네의 목적은 분명 발란디스 91관에 라이마가 남겨둔 계시일 것 입니다.	여신 바이보라
QUEST_20180208_007443	Tenho certeza que o objetivo de Giltine é roubar{nl}a Revelação de Laima em Valandis Room 91.{nl}Ela precisa ser impedida.{nl}	길티네의 목적은 분명 발란디스 91관에 라이마가 남겨둔 계시일 것 입니다.{nl}길티네를 막아야합니다.{nl}	QUEST_20171128_006672	Devo impedí-la.{nl}Devo usar a Revelação para trancar Giltine em Valandis Room 91.	길티네를 막아야합니다.{nl}계시를 이용하여 길티네를 발란디스 91관에 봉인할 것 입니다.	여신 바이보라
QUEST_20180208_007444	Usarei a Revelação para trancarifar Giltine em Valandis Room 91.	계시를 이용하여 길티네를 발란디스 91관에 봉인할 것 입니다.				여신 바이보라
QUEST_20180208_007451	Você já recebeu Four Leaf Clover hoje.	오늘은 이미 네잎클로버를 받으셨습니다.	QUEST_20170525_006000	Espere, voce ja tem um trevo de quatro folhas!	오늘은 이미 네잎클로버를 받았거나 소지하고 계시네요~	상품 교환원
QUEST_20180208_007452	Geraldas, eu mesmo!{nl}Viajei o mundo colecionando todo tipo de m... digo, tesouros!{nl}Ah sim, tesouros inestimáveis.	내가 바로 게랄다스지.{nl}온 세상을 돌아다니며 많은 고물.. 아니 보물들을 수집했지.{nl}후후 내 보물의 가치는 측정할 수 없지.				유랑 상인 게랄다스
QUEST_20180208_007453	Já ouviu falar de Old Golden Coins?{nl}Estou colecionando elas, sabia?	혹시 오래된 황금 주화라고 들어봤나?{nl}내가 요즘 그거를 수집하고 있거든				유랑 상인 게랄다스
QUEST_20180208_007454	Vendo os tesouros da minha coleção por uma quantia em Silver{nl}Se tiver algumas Old Golden Coins, posso até pensar em algo de graça.	실버와 내가 모은 보물 중 하나를 주지.{nl}오래된 황금 주화를 준다면 공짜로 더 좋은 물건과 바꿔주지.				유랑 상인 게랄다스
QUEST_20180208_007455	O que me diz? Fechado?	어때? 교환할 텐가?				유랑 상인 게랄다스
QUEST_20180208_007456	Sim, por favor. Irei comprar.	구매한다.				유랑 상인 게랄다스
QUEST_20180208_007457	eh, procuro realizar trocas com alguém mais experiente.{nl}Nada pessoal.	자네는 나와 거래를 하기에는 아직 경험이 부족한 것 같네{nl}경험을 더 쌓고 오게나.				유랑 상인 게랄다스
QUEST_20180214_007458	PERDIDO:{nl}Amuleto valioso pertencente ao Mestre Nak Muay.{nl}Paga-se recompensa. Para informações, contate o General Lhamin.	낙무아이 마스터의 소중한 물건인 호신부를 찾습니다.{nl}이것을 찾는 이에게는 소정의 보상이 있으며, 라민 장군의 이름으로 보증합니다.	QUEST_20180208_007239	PERDIDO:{nl}Procura-se amuletos importantes, pertencentes ao Mestre Nak Muay.{nl}Se encontrar algo parecido, fale com o General Lhamin para receber recompensa.	낙무아이 마스터의 소중한 물건인 호신부를 찾습니다.{nl}이것을 찾는 이에게는 라민 장군님께서 보상을 주실 겁니다.	게시판
QUEST_20180214_007459	Posso esculpir uma casinha de madeira, e se você me{nl}trouxer algo da cidade natal, posso adicionar na escultura.{nl}Vou começar a esculpir, veja se acha algo em Inner Enceinte District.	나무로 집을 조각하고 그들의 고향을 느낄 수 있는 흙이나 꽃, 고향의 향기를 품은 것을 가져와 조각상에 담아야 하네.{nl}집은 내가 조각을 할테니, 영혼을 편안하게 해줄 것을 가져오시게.	QUEST_20180208_007273	Posso fazer uma pequena casa de madeira e, se me trouxer algo da cidade natal,{nl}posso adicionar à escultura. Vou começar a esculpir,{nl}procure algo que possamos usar em Inner Enceinte District.	나무로 집을 조각하고 그들의 고향을 느낄 수 있는 흙이나 고향의 향기를 품은 것을 가져와 조각상에 담아야 하네.{nl}집은 내가 조각을 할테니, 영혼을 편안하게 해줄 것을 가져오시게.	조각가 테슬라
QUEST_20180214_007460	Há algo em que eu possa ajudar?	뭔가 하실 말씀이 있으신 거 같으시네요.				금석학자 레이몬드
QUEST_20180214_007461	Parece que você quer perguntar algo. Diga.	뭔가 묻고 싶은 모양인데, 편하게 물어보게나.				헌터 탈러스
QUEST_20180305_007481		그러나 상황은 제스티가 생각한 것과는 전혀 다르게 흘러갔다.{nl}‘인간, 인간을 이용하다니.. 저 비루한 족속들을 사용할 생각을 하다니!{nl}	QUEST_20171128_006908	Infelizmente para Gesti, nem tudo ia de acordo com seus planos.{nl}'Como ousa usar humanos... Como ousa até considerar assossiar-se com estes humanos!'{nl}	그러나 상황은 제스티가 생각한 것과는 전혀 다르게 흘러갔다.{nl}‘인간, 인간을 이용하다니.. 저 비루한 족속들을 사용할 생각을 하다니!{nl}

제스티는 다시 한 번 치밀어 오르는 분노를 억누르며 이제 다음에 어떻게 할지 고민했다.{nl}설마 자신의 힘을 나누어 계시의 형태로 남기고 그것을 인간에게 전달하여 지키게 할 것이라곤 전혀 생각하지 않았다.{nl}여신이 인간을 의지하다니..{nl}제스티는 충분한 시간만 있으면 모든 미래와 모든 가능성을 파악할 수 있는 라이마가 승리를 위해 그 위대한 권능을 놓아두고 인간 따위에게 의지한 사실을 아직도 믿기 어려웠다.	라이마의 천년전 3권
QUEST_20180305_007482		제스티는 다시 한 번 치밀어 오르는 분노를 억누르며 이제 다음에 어떻게 할지 고민했다.{nl}설마 자신의 힘을 나누어 계시의 형태로 남기고 그것을 인간에게 전달하여 지키게 할 것이라곤 전혀 생각하지 않았다.{nl}여신이 인간을 의지하다니..{nl}제스티는 충분한 시간만 있으면 모든 미래와 모든 가능성을 파악할 수 있는 라이마가 승리를 위해 그 위대한 권능을 놓아두고 인간 따위에게 의지한 사실을 아직도 믿기 어려웠다.	QUEST_20171128_006909	Gesti estava certa de que Laima permanecia sem saber de seus planos. A Deusa, por outro lado, já havia previsto há muito tempo suas ações, ficando ainda mais enfurecida do que nunca com a enorme audácia de seguir com estes planos. Laima sentiu-se enganada. Sentia como se Gesti infringisse a mais básica das regras, mesmo estas não existindo para os demônios. O fato só contribuiu para a amarga indignação de Laima.	제스티는 라이마가 승리를 위한 필수 조건에 인간이 포함된다는 핵심을 예지했다는 사실을 도저히 알 수 없었기에 그녀로서는 너무나 당연한 생각이었고,또한 너무나 어이없고 화가 나는 일이었다.{nl}사실 누구도 명확히 규정한 적이 없지만,그녀에게 라이마의 행동은 경기에서 반칙한 상대방을 보는 기분이었다.{nl}그런데 더 난감한 것은 사실은 그런 행위를 반칙이라고 명시한 규정은 어디에도 없다는 점이 더욱 화나는 일이었다.	라이마의 천년전 3권
QUEST_20180305_007483		청년이 대답했다.[이런 짓이라니요?나는 당신의 가문을 길이 번창시키고 세상에 명망을 드높여 줄 것이오.따지고 보면 당신은 내가 당신의 가문을 선택한 것을 고맙게 생각해야 합니다.]{nl}	QUEST_20171128_006920	O jovem respondeu.{nl}'O que quer dizer? Vou trazer verdadeira prosperidade para sua família, eu farei seu nome ser conhecido. No mínimo, você deveria me agradecer por eu ter escolhido você.'{nl}	청년이 대답했다.[이런 짓이라니요?나는 당신의 가문을 길이 번창시키고 세상에 명망을 드높여 줄 것이오.따지고 보면 당신은 내가 당신의 가문을 선택한 것을 고맙게 생각해야 합니다.]{nl}

[네가 내 아들딸들을 다 죽이고..]{nl}[아아, 그것은 어쩔 수 없는 일이었소.내가 본래 사람이 아니라 그저 이 청년의 모습을 빌린 존재라는 것을 알아차릴 가능성이 있는 사람들은 살려둘 수 없었으니까.그런 점에서 당신 역시 이제 그만 떠나는 것이 좋을 것 같소.당신의 영지와 작위를 물려받을 준비는 이제 다 끝났으니 말이오.]{nl}[내가 네 정체를 폭로할 수만 있다면…]	에미넌트 이야기1
QUEST_20180305_007484		[네가 내 아들딸들을 다 죽이고..]{nl}[아아, 그것은 어쩔 수 없는 일이었소.내가 본래 사람이 아니라 그저 이 청년의 모습을 빌린 존재라는 것을 알아차릴 가능성이 있는 사람들은 살려둘 수 없었으니까.그런 점에서 당신 역시 이제 그만 떠나는 것이 좋을 것 같소.당신의 영지와 작위를 물려받을 준비는 이제 다 끝났으니 말이오.]{nl}[내가 네 정체를 폭로할 수만 있다면…]	QUEST_20171128_006921	'Por favor, pare de insistir. Por que essa insistência em revelar minha verdadeira identidade? Além de eu não ser humano, você não sabe de mais nada.'{nl}'O que é você?'{nl}'Você morrerá em breve, então não vou esconder. Eu sou o que você chama de demônio. Um Demon Lord. Eu não devo revelar meu verdadeiro nome. Já é suficiente para você saber que sou Eminent, o nome de sua família. Quando você morrer, não haverá outros Eminents, nem agitações e desordens.'{nl}'Por que você está atrás de terras e autoridades de um humano?'{nl}'Tenho meus motivos, não há tempo nem razão para explicá-los.'{nl}Proferindo estas palavras, o jovem tocou o Lorde com sua mão. Ele ainda respirava de vagar, e seus olhos se fecharam. Mais tarde, com os criados, ele teria seu último suspiro. Mas não agora.	[이미 그러려다 죄 없는 하인만 잡지 않았소.이제 그만 하시오.그리고 정체를 폭로하고 싶다지만,당신이 나에 대해 아는 것이 무엇이 있다고 폭로한단 말이오.사람이 아니라는 것을 제외하고 전혀 아는 바가 없지 않소?]{nl}[네 놈은 뭐냐?]{nl}[뭐 어차피 당신은 죽어가는 마당이니 굳이 숨기지 않겠소.나는 당신들이 흔히 말하는 마족이오.그것도 마군주라 존재지.나의 진명까지 알려주고 싶은 생각은 없소.지금은 일단 당신 가문인 에미넌트라는 이름이면 충분하겠군.이제 당신이 죽으면 다른 에미넌트도 없으니 혼동될 일도 없고 말이오.]{nl}[도대체 마군주라는 작자가 왜 인간의 작위와 영지를 노린다는 것이냐?]{nl}[거기에는 나름대로 사정이 있지만,더 이상 당신에게 이야기할 필요도 없고,시간도 없소이다.]{nl}그렇게 말하면서 청년은 손을 내밀어 상대를 가볍게 건드렸다.지금은 잠시 숨을 쉬며 정신을 잃은 상태지만,잠시 후에 사람을 부를 때 정도면 잠자는 도중에 여러 하인들이 지켜보는 가운데 자연스럽게 숨을 거둘 것이다.	에미넌트 이야기1
QUEST_20180305_007485		그 질문에 커닝햄이 대답했다.{nl}[그래서 너를 여기 봉인하고 이곳 광구를 무너뜨리면 너는 봉인의 마력 탓에 영원히 갇히고, 광부들이 어쩌다 이곳을 파서 널 꺼내줄 리도 없다는 말이다. 그리고 라이마님의 말씀에 따르면 네가 실패하면 네 상관이라는 마왕도 너를 구해줄 리가 없다고 하셨다. 그러니까 너는 여기서 끝이란 말이다.]{nl}그 말과 동시에 커닝햄은 동그란 물체를 하나 꺼냈다. 자세히 본다면 실을 자는데 사용하는 물레를 닮았고, 전체적으로 바퀴(wheel) 모양으로 생긴 것이었다.	QUEST_20171128_006959	Cunningham tinha a resposta pronta.	그 질문에 커닝햄이 대답했다.

[그래서 너를 여기 봉인하고 이곳 광구를 무너뜨리면 너는 봉인의 마력 탓에 영원히 갇히고, 광부들이 어쩌다 이곳을 파서 널 꺼내줄 리도 없다는 말이다. 그리고 라이마님의 말씀에 따르면 네가 실패하면 네 상관이라는 마왕도 너를 구해줄 리가 없다고 하셨다. 그러니까 너는 여기서 끝이란 말이다.]{nl}그 말과 동시에 커닝햄은 동그란 물체를 하나 꺼냈다. 자세히 본다면 실을 자는데 사용하는 물레를 닮았고, 전체적으로 바퀴(wheel) 모양으로 생긴 것이었다.	미르티스 이야기
QUEST_20180305_007486		라이마는 루클리스의 이름이 나오자 다시 슬픔을 느끼며 결국 커닝햄의 말에 동의했다.라이마는 커닝햄의 희생을 축복하고 그 자리를 떠났다. 머지 않아 지금의 기억을 또 다시 오랜 시간 잊고 지낼 것이란 사실이 이 가녀린 여신의 마음을 다시 한번 아프게 만들었다.{nl}다행인지 불행인지 라이마는 커닝햄이 일으킨 폭음을 듣기 전에 수정광산을 벗어날 수 있었다.	QUEST_20171128_006964	O pesar tomou conta de Laima quando o nome de Ruklys foi mencionado e ela, finalmente, concordou com Cunningham. Ela abençoou seu nobre sacrifício e saiu da mina. Para a Deusa, resta uma tristeza profunda das memórias que Ela tinha procurado esquecer.'{nl} 	라이마는 루클리스의 이름이 나오자 다시 슬픔을 느끼며 결국 커닝햄의 말에 동의했다.라이마는 커닝햄의 희생을 축복하고 그 자리를 떠났다. 머지 않아 지금의 기억을 또 다시 오랜 시간 잊고 지낼 것이란 사실이 이 가녀린 여신의 마음을 다시 한번 아프게 만들었다.{nl} 
