SKILL_20150317_000001	Ataque
SKILL_20150406_003537	{memo X}{#DD5500}{ol}[Físico] - [Golpe] - [Corte]{/}{/}{nl}Usar extremidade do escudo para atacar e cortar.
SKILL_20150406_003538	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Acumular força e esmagar o chão com arma para atacar o alvo.
SKILL_20150406_003539	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Esmagar a cabeça do inimigo. Reduz temporariamente a INT e FOR do alvo.
SKILL_20150406_003540	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar o cabo da faca para golpear e empurrar o inimigo. O inimigo sofre o efeito Romper Armadura (permanente nos monstros)
SKILL_20150406_003541	{memo X}{#DD5500}{ol}[Físico] - [Perfurar] - [Golpe]{/}{/}{nl}Usar escudo e lança para atacar o inimigo.
SKILL_20150406_003542	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Andar para a frente ao manter pressionada a tecla. Os inimigos por perto são atingidos com o escudo e caem.
SKILL_20150406_003543	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar o escudo para derrubar o inimigo. Aumenta bastante a taxa de Escuridão do alvo. 
SKILL_20150406_003544	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar escudo para impedir avanço do inimigo.{nl}O alvo fica desequilibrado.
SKILL_20150406_003545	{memo X}{#DD5500}{ol}[Físico] - [Corte]{/}{/}{nl}Usar escudo como proteção e avançar enquanto pressiona a tecla. Solte a tecla para cortar o inimigo.
SKILL_20150406_003546	{memo X}Ataque: #{SkillAtkAdd}#{nl}Dura: 10 segundos
SKILL_20150406_003547	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Acumular força e esmagar o chão com arma para atacar o inimigo.
SKILL_20150406_003548	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Avançar e empurrar o inimigo.
SKILL_20150406_003549	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Acumular força e apunhalar o inimigo.
SKILL_20150406_003550	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Amarrar o inimigo e arrastar.{nl}O inimigo sofre dano sempre que é puxado e sangra ao ser solto.
SKILL_20150406_003551	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Aterrissar em pé ao saltar ou estar no ar para ferir o inimigo.
SKILL_20150406_003552	$Ofensiva
SKILL_20150406_003553	{memo X}Montar acampamento no terreno. Os integrantes do grupo podem usar o acampamento para guardar suas coisas e se teleportar à vontade.
SKILL_20150406_003554	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar o Gancho de Ferro para arrastar inimigo. O inimigo sofre dano sempre que é puxado.
SKILL_20150406_003555	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar o cabo da espada para esmagar o inimigo.
SKILL_20150406_003556	{memo X}{#993399}{ol}[Mágico] - [Gelo] - [Golpe]{/}{/}{nl}Invocar uma bola de neve enorme para ferir os inimigos por perto.
SKILL_20150406_003557	$Invocar Servo
SKILL_20150406_003558	{memo X}{#993399}{ol}[Mágico]{/}{/}{nl}Pegar pedaços de cadáver quando os monstros são mortos com esse ataque.
SKILL_20150406_003559	{memo X}Ataque: #{SkillAtkAdd}#{nl}Pegar pedaço de cadáver de cada tipo de mostro.
SKILL_20150406_003560	{memo X}{nl}Pedaços de Planta, Animal, Mutante{nl}Usar #{CaptionRatio}# de cada
SKILL_20150406_003561	{memo X}{#993399}{ol}[Mágico]{/}{/}{nl}Arremessar pedaços de cadáver na área específica.
SKILL_20150406_003562	{memo X}Ataque: #{SkillAtkAdd}#{nl}Espalha: #{SkillSR}#{nl}Pedaços de Planta, Animal, Mutante{nl}Consome: #{CaptionRatio}# de cada
SKILL_20150406_003563	{memo X}{#993399}{ol}[Mágico]{/}{/}{nl}Fazer os pedaços de cadáver rodearem você e ferirem os inimigos por perto.
SKILL_20150406_003564	{memo X}Ataque: #{SkillAtkAdd}#{nl}Dura: 15 segundos{nl}Consome: #{CaptionRatio}# Pedaço de Mutante
SKILL_20150406_003565	{memo X}#{CaptionRatio}# Muralha Suja {nl}Dura: 15 segundos{nl}{#339999}{ol}[Deterioração]{/}{/} Dura: #{CaptionTime}# segundos{nl}Consome: #{CaptionRatio2}# de cada{nl}Pedaços de Planta, Animal, Mutante.
SKILL_20150406_003566	{memo X}Pegar os pedaços de cadáver largados onde o monstro morreu.
SKILL_20150406_003567	{memo X}Tiro Pesado
SKILL_20150406_003568	{memo X}Flechas Gêmeas
SKILL_20150406_003569	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Colocar bomba na flecha e disparar.
SKILL_20150406_003570	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Dispara uma bala de pedra que repele o inimigo. Tem chance de atordoar o alvo.
SKILL_20150406_003571	$Desmantelar
SKILL_20150406_003572	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Destruir os obstáculos que bloqueiam a passagem e ferir os inimigos à frente.
SKILL_20150406_003573	$Tiro Acelerado
SKILL_20150406_003574	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Montar armadilhas para ferir alvos por perto.
SKILL_20150406_003575	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Explodir círculo mágico e armadilhas para ferir inimigos.
SKILL_20150406_003576	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}O fogo se propaga e causa dano.
SKILL_20150406_003577	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Montar bomba perto do alvo. A bomba explode ao tocar no inimigo.
SKILL_20150406_003578	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Disparar flechas flamejantes no chão que explodem e disparam fagulhas nos inimigos por perto.
SKILL_20150406_003579	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar esse ataque para explodir o inimigo quando morre. Aumenta temporariamente a força dos integrantes do grupo.
SKILL_20150406_003580	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Arremessar Gás Lacrimogêneo. Causa Cegueira no alvo atingido.
SKILL_20150406_003581	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Zumbis circulam pela área designada. Os inimigos que encostam nos zumbis são empurrados e sofrem dano.
SKILL_20150406_003582	{memo X}{#993399}{ol}[Mágico]{/}{/}{nl}Explodir zumbis na área específica e ferir inimigos.
SKILL_20150406_003583	{memo X}Ataque: #{SkillAtkAdd}#{nl}Requer invocação de zumbi{nl}Explosão: #{SkillSR}#
SKILL_20150406_003584	$Estátua da Deusa Goddess Ausrine
SKILL_20150406_003585	{memo X}Ausrine
SKILL_20150406_003586	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Derrubar com muita força.
SKILL_20150406_003587	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Golpear inimigos por perto e causar dano.
SKILL_20150406_003588	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Golpear alvo duas vezes.
SKILL_20150406_003589	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar a palma para empurrar o inimigo.
SKILL_20150406_003590	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar Mão Cortante para derrubar o inimigo.
SKILL_20150406_003591	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Esticar um pouco a mão para empurrar o inimigo e consumir seu SP. O alvo sofrerá dano contínuo.
SKILL_20150406_003592	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Acumular força para atacar progressivamente. Os alvos são empurrados e sofrem dano.
SKILL_20150406_003593	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Arremessar moeda para atacar alvo. Reduz temporariamente o SP máx. do alvo atingido.
SKILL_20150406_003594	{memo X}{#993399}{ol}[Mágico] - [Sagrado]{/}{/}{nl}Cura o alvo e os integrantes do grupo enquanto fere o inimigo.
SKILL_20150406_003595	{memo X}Ataque: #{SkillAtkAdd}#{nl}Ataca: #{CaptionRatio}# inimigos{nl}Cura os integrantes do grupo{nl}Cura: #{CaptionRatio}# aliados{nl}
SKILL_20150406_003596	$Reflete os ataques de curto alcance.
SKILL_20150406_003597	$Reduz gradualmente o HP máximo.
SKILL_20150406_003598	$Anula todos os ataques.
SKILL_20150406_003599	Usar espada ao avançar
SKILL_20150406_003600	{memo X}Fazer dissipador de [Indulgente]
SKILL_20150406_003601	$Fazer Antimagia
SKILL_20150406_003602	$Fazer Antimagia de [Indulgente]
SKILL_20150414_003603	Cavar
SKILL_20150414_003604	Detectar metal
SKILL_20150414_003605	Borrifar água
SKILL_20150414_003606	${#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Empurrar a extremidade da arma contra os inimigos para realizar um forte ataque de perfuração.
SKILL_20150414_003607	${#DD5500}{ol}[Físico] - [Corte]{/}{/}{nl}Causar dano ao inimigo com um ataque poderoso.
SKILL_20150414_003608	$Aumenta temporariamente seu ataque para você não desistir, porém, reduz sua defesa.
SKILL_20150414_003609	$Aumenta o dano de ataque.
SKILL_20150414_003610	$Reduz seu HP máximo, mas seus ataques têm grande chance de atordoar o inimigo.
SKILL_20150414_003611	$Chance de Atordoar Inimigo: #{CaptionRatio}#%{nl}HP Máximo: -#{CaptionRatio2}# {nl}Dura: #{CaptionTime}# segundos
SKILL_20150414_003612	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Golpear o inimigo com o cabo da espada.{nl}Causa dano adicional aos monstros atordoados e, parcialmente, ignora a defesa de inimigos pequenos e médios.
SKILL_20150414_003613	${#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Arremessar o escudo para atacar o inimigo. O bloqueio causa dano adicional ao inimigo apunhalado.
SKILL_20150414_003614	${#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar a extremidade do escudo para atacar o inimigo. Causa dano adicional a inimigos petrificados e congelados.
SKILL_20150414_003615	$Bata em seu escudo para provocar os inimigos e fazer com persigam você.
SKILL_20150414_003616	$Aumenta sua defesa e reduz seu ataque. Não pode usar com Gung Ho.
SKILL_20150414_003617	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Arremessar o escudo para atacar. O escudo caído no chão pode desaparecer se não for pego rapidamente.
SKILL_20150414_003618	Mudar para usar a postura com o escudo na frente. Aumenta o bloqueio, mas reduz o ataque e a taxa de crítico.
SKILL_20150414_003619	$Bloqueio: +#{CaptionRatio}# {nl}Ataque: -#{CaptionTime}#% {nl}Chance de Crítico: -#{CaptionRatio2}#
SKILL_20150414_003620	{#DD5500}{ol}[Físico] - [Golpe] - [Corte]{/}{/}{nl}Usar escudo e espada para realizar ataques contínuos.
SKILL_20150414_003621	{#DD5500}{ol}[Físico] - [Corte]{/}{/}{nl}Dar um gancho com sua arma para arremessar o inimigo.
SKILL_20150414_003622	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Esmagar a cabeça do inimigo com seu escudo. Temporariamente reduz a INT e ESP do inimigo.
SKILL_20150414_003623	$Assumir uma postura de defesa usando sua arma para bloquear. O inimigo bloqueado fica vulnerável aos ataques de Perfurar.
SKILL_20150414_003624	{#DD5500}{ol}[Físico] - [Corte]{/}{/}{nl}Girar a espada para realizar ataques contínuos.
SKILL_20150414_003625	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Atacar e empurrar o inimigo para o lado usando a lateral de sua espada. O inimigo sofre o efeito de Romper Armadura.
SKILL_20150414_003626	{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Apunhalar repetidamente o inimigo com sua lança.
SKILL_20150414_003627	{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Perfurar o inimigo com sua lança. Quanto maior o inimigo, mais golpes são realizados.
SKILL_20150414_003628	{memo X}Mudar para a formação Janela para realizar o ataque. Aumenta a chance de crítico, mas reduz a evasão.
SKILL_20150414_003629	{#DD5500}{ol}[Físico] - [Perfurar] - [Golpe]{/}{/}{nl}Usar lança e escudo para atacar o inimigo. O contra-ataque causa dano adicional.
SKILL_20150414_003630	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Arremessar a lança para atacar o inimigo. A lança caída no chão pode desaparecer se não for pega rapidamente.
SKILL_20150414_003631	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar o escudo e correr para empurrar o inimigo. Os inimigos por perto caem quando atingidos.
SKILL_20150414_003632	{#DD5500}{ol}[Físico] - [Corte]{/}{/}{nl}Atacar com força a parte inferior do inimigo para ter a chance de paralisar.
SKILL_20150414_003633	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Derrubar o inimigo com seu escudo para ter uma pequena chance de causar o efeito de [Trevas].
SKILL_20150414_003634	{memo X}Ataque: #{SkillAtkAdd}#{nl}Defesa -#{CaptionRatio}# {nl}{#339999}{ol}[Desequilibrado]{/}{/} Dura: 5 segundos
SKILL_20150414_003635	{#DD5500}{ol}[Físico] - [Corte]{/}{/}{nl}Mantenha pressionada a tecla para se abaixar e avançar. Aumenta a evasão e ataca o inimigo depois de se mover.
SKILL_20150414_003636	{memo X}{#DD5500}{ol}[Físico] - [Perfurar] - [Golpe]{/}{/}{nl}Usar espada e escudo para atacar o inimigo.
SKILL_20150414_003637	${#DD5500}{ol}[Perfurar]{/}{/}{nl}Empalar um monstro médio com a lança. Pode atacar outros alvos com um inimigo empalado.
SKILL_20150414_003638	$Aumenta sua velocidade de movimento ao montar.
SKILL_20150414_003639	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Avançar correndo e atacar o inimigo.
SKILL_20150414_003640	{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Acumular força e apunhalar intensamente o inimigo com a ponta da lança.
SKILL_20150414_003641	{#DD5500}{ol}[Físico] - [Corte]{/}{/}{nl}Girar a lança sobre a cabeça para atacar os inimigos.
SKILL_20150414_003642	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Arrastar e golpear o inimigo.
SKILL_20150414_003643	$Aumenta seu ataque quando você ataca repetidamente um inimigo específico.
SKILL_20150414_003644	{memo X}O ataque atinge o alvo, mas a chance de crítico e resistência a crítico diminuem.
SKILL_20150414_003645	Os ataques de perfuração temporariamente se tornam ataques contínuos.
SKILL_20150414_003646	{memo X}Reduz temporariamente a defesa do inimigo por perto e adiciona o equivalente ao seu ATQ.
SKILL_20150414_003647	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Pisotear o inimigo quando você saltar ou estiver no ar.
SKILL_20150414_003648	${#DD5500}{ol}[Físico] - [Corte]{/}{/}{nl}Avançar atacando e cortando qualquer inimigo bloqueando sua passagem.
SKILL_20150414_003649	$Giro Gigante
SKILL_20150414_003650	{memo X}Usar a força centrífuga para arremessar o inimigo.
SKILL_20150414_003651	{memo X}Abrir loja para consertar armas e temporariamente aumentar seu desempenho.
SKILL_20150414_003652	{memo X}Abrir loja para consertar armas e temporariamente aumentar seu desempenho. Adiciona defesa física. Apenas a parte de cima, calças e armadura podem ser consertadas.
SKILL_20150414_003653	Abrir loja para consertar itens. Os itens são consertados para terem maior durabilidade.
SKILL_20150414_003654	Vincular todos os inimigos, incluindo chefes monstros, para evitar que se movam.
SKILL_20150414_003655	{memo X}Montar acampamento para que os integrantes do grupo possam usá-lo como depósito ou teleporte.
SKILL_20150414_003656	$Dura: #{CaptionRatio}# horas{nl}A duração do efeito de comida é de 30 minutos
SKILL_20150414_003657	$Montar uma mesa de refeição para preparar pratos que aumentam temporariamente as habilidades dos integrantes do grupo. A mesa de refeição apenas pode ser montada perto do acampamento e será removida junto com ele.
SKILL_20150414_003658	{memo X}Colocar uma bandeira que aumenta as habilidades dos piratas. Mate repetidamente os inimigos perto da bandeira para obter um combo de ataque.
SKILL_20150414_003659	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Arrastar e puxar os inimigos capturados com Gancho de Ferro. O inimigo sofre dano sempre que é puxado.
SKILL_20150414_003660	Você pode golpear {nl}imediatamente depois do ataque normal.{nl}Dura: #{CaptionTime}# segundos
SKILL_20150414_003661	{memo X}Atacar com chance de roubar itens do inimigo.
SKILL_20150414_003662	Criar formação que reúne as tropas.
SKILL_20150414_003663	Mudar para a Formação Falange. Concentrar a habilidade de bloqueio de todas as tropas nas 3 primeiras linhas.
SKILL_20150414_003664	{memo X}Mudar para a Formação Terço. Aumenta a defesa da primeira linha e provoca o inimigo.
SKILL_20150414_003665	$Formação Asa da Garça
SKILL_20150414_003666	Mudar para a formação Asa da Garça. Avançar correndo em direção ao alvo. Reduz a defesa inimiga dentro de alcance.
SKILL_20150414_003667	Mudar para a Formação em Cunha.
SKILL_20150414_003668	Mudar para a Formação Schiltron. Todas as tropas param e levantam suas armas para bloquear o inimigo.
SKILL_20150414_003669	{memo X}Mudar para a Formação Testudo. Aumenta a defesa e bloqueio das tropas movendo-se lentamente.
SKILL_20150414_003670	Realinhar a direção da formação para a visão do líder.
SKILL_20150414_003671	{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar o cabo da espada para derrubar o inimigo.
SKILL_20150414_003672	$Dobra sua EXP e premia quando você derrota o inimigo depois de uma determinada quantidade de ataques. Você sofre o triplo de dano durante o efeito e perde estabilidade ao se tornar incapaz de lutar.
SKILL_20150414_003673	{#DD5500}{ol}[Físico] - [Corte]{/}{/}{nl}Usar força centrífuga e atacar continuamente o inimigo.
SKILL_20150414_003674	${#993399}{ol}[Mágico]{/}{/}{nl}Acumular energia mágica poderosa para lançá-la contra o inimigo. Aumenta o dano causado dependendo da quantidade de energia acumulada.
SKILL_20150414_003675	$Fazer o inimigo ficar lento.
SKILL_20150414_003676	$Fazer o inimigo adormecer. O inimigo desperta quando você atinge o limite de ataques.
SKILL_20150414_003677	$Criar um escudo protetor que reflete o dano ampliado no inimigo.
SKILL_20150414_003678	{memo X}{#993399}{ol}[Mágico]{/}{/}{nl}Atacar continuamente os inimigos com balas mágicas.
SKILL_20150414_003679	Reduz o tempo de conjurar habilidade.
SKILL_20150414_003680	${#993399}{ol}[Mágico] - [Fogo]{/}{/}{nl}Invocar uma bola de fogo. O inimigo atingido pela bola de fogo sofrerá dano de fogo contínuo.
SKILL_20150414_003681	${#993399}{ol}[Mágico] - [Fogo]{/}{/}{nl}Criar uma muralha de fogo que fere continuamente o inimigo que se aproxima.
SKILL_20150414_003682	$Concede temporariamente a propriedade de fogo aos seus ataques e aos dos integrantes de seu grupo.
SKILL_20150414_003683	${#993399}{ol}[Mágico] - [Fogo]{/}{/}{nl}Causar dano ao explodir e queimar o inimigo.
SKILL_20150414_003684	${#993399}{ol}[Mágico] - [Fogo]{/}{/}{nl}Invocar um pilar de fogo para ferir o inimigo.
SKILL_20150414_003685	${#993399}{ol}[Mágico] - [Fogo]{/}{/}{nl}Atacar lançando fogo continuamente contra o inimigo. Causa dano contínuo de fogo no inimigo.
SKILL_20150414_003686	${#993399}{ol}[Mágico] - [Gelo] - [Perfurar] {/}{/}{nl} {/}{nl}Causar dano ao inimigo lançando um raio de gelo com chance de congelá-lo.
SKILL_20150414_003687	{#993399}{ol}[Mágico] - [Gelo] - [Perfurar]{/}{/}}{nl}Lançar espinhos de gelo e atacar o inimigo com chance de congelá-lo.
SKILL_20150414_003688	Criar uma muralha de gelo para aprisionar o inimigo com chance de congelar os inimigos por perto.
SKILL_20150414_003689	{memo X}{#993399}{ol}[Mágico] - [Gelo]{/}{/}{nl}Congelar inimigos à frente. Pode congelar mais inimigos nas proximidades.
SKILL_20150414_003690	{memo X}Criar barragem de gelo para bloquear e congelar o inimigo.
SKILL_20150414_003691	{memo X}Criar vento forte para empurrar o alvo. Usar em alvo congelado para atacar inimigos por perto.
SKILL_20150414_003692	{memo X}{#993399}{ol}[Mágico] - [Gelo] - [Golpe]{/}{/}{nl}Procurar uma bola de neve enorme e derrubar o inimigo.
SKILL_20150414_003693	${#993399}{ol}[Mágico]{/}{/}{nl}Concentrar na extremidade da sua mão para causar dano contínuo com telecinesia.
SKILL_20150414_003694	${#993399}{ol}[Mágico]{/}{/}{nl}Usar telecinesia para capturar um alvo à frente e arremessá-lo.{nl}Causa dano ao arremessar o alvo capturado em uma direção específica usando as teclas direcionais.
SKILL_20150414_003695	$Trocar de posição com o inimigo.
SKILL_20150414_003696	$Teleportar para um local aleatório.
SKILL_20150414_003697	{#993399}{ol}[Mágico]{/}{/}{nl}Mover o alvo para colidir com outro inimigo.
