QUEST_LV_0100_20150317_000001	$Sentinela
QUEST_LV_0100_20150317_005882	{memo X}
QUEST_LV_0100_20150317_005883	{memo X}Verifique o Pilar de Cristal na Área Fechada
QUEST_LV_0100_20150317_005884	$Há um enorme Pilar de Cristal na área fechada. Verifique o Pilar de Cristal.
QUEST_LV_0100_20150317_005885	{memo X}Obtenha a Chapa
QUEST_LV_0100_20150317_005886	{memo X}A garota que estava com os habitantes apareceu, levou a chapa do lacre e sumiu. Não podemos dizer o que é, mas vamos trazer a chapa de volta.
QUEST_LV_0100_20150317_005887	Falar com o Cavaleiro Comandante Uska
QUEST_LV_0100_20150317_005888	{memo X}Você foi às Minas de Cristal para encontrar provas da salvação, mas tudo que encontrou foi uma chapa misteriosa. Fale com o Cavaleiro Comandante de Klaipeda, Uska, sobre a chapa.
QUEST_LV_0100_20150317_005889	Você seguiu a revelação da deusa que o bispo viu em seu sonho e obteve a Chapa Misteriosa. Fale com o Cavaleiro Comandante de Klaipeda, Uska, sobre a chapa.
QUEST_LV_0100_20150317_005890	Peça ao Mestre Bokor para interpretar a revelação 
QUEST_LV_0100_20150317_005891	{memo X}Pergunte à Mamãe Bokor sobre essa chapa. Ela vive no canto esquerdo da área residencial de Klaipeda.
QUEST_LV_0100_20150317_005892	A chapa encontrada nas Minas de Cristal são tanto a revelação quanto a Deusa Laima em pessoa. Contém uma mensagem sobre como encontrar a próxima revelação na igreja sagrada. Volte até Sir Uska, como instruído pelo Mestre Bokor.
QUEST_LV_0100_20150317_005893	{memo X}
QUEST_LV_0100_20150317_005894	{memo X}O Cavaleiro Comandante Uska acha que os jardins elevados da revelação se referem a uma área no Platô do Véu da Folha, e disse para você procurar o Mestre Paladino. Fale com o Prefeito da Vila dos Mineradores e pergunte como chegar ao Platô do Véu da Folha.
QUEST_LV_0100_20150317_005895	{memo X}Interferência do Coelepus bloqueando o caminho
QUEST_LV_0100_20150317_005896	{memo X}Derrote o Coelepus que está bloqueando o caminho
QUEST_LV_0100_20150317_005897	{memo X}Fale com soldado Moody
QUEST_LV_0100_20150317_005898	{memo X}Comandante Liudas quer que Moody traga o relatório sobre Sparnas. Encontre Soldado Moody na Trilha Curvada de Amzina 
QUEST_LV_0100_20150317_005899	{memo X}Recupere o relatório que os Siaulambs levaram
QUEST_LV_0100_20150317_005900	{memo X}Moody diz que perdeu o relatório enquanto lutava com Siaulambs. Encontre o relatório para ele.
QUEST_LV_0100_20150317_005901	{memo X}Entregue-o ao Oficial Liudas
QUEST_LV_0100_20150317_005902	{memo X}Moody encontrou o relatório perdido. Entregue o relatório ao Oficial Liudas. 
QUEST_LV_0100_20150317_005903	{memo X}Derrote Siaulago e obtenha %s
QUEST_LV_0100_20150317_005904	{memo X}Siaulago
QUEST_LV_0100_20150317_005905	{memo X}Fale com Adjunto Volda
QUEST_LV_0100_20150317_005906	{memo X}Volda recuperou os suprimentos roubados e está enfurecido em busca de vingança. Fale com Volda novamente. 
QUEST_LV_0100_20150317_005907	{memo X}Roubando a caixa de Troféu
QUEST_LV_0100_20150317_005908	{memo X}Volda diz que deve obter vingança roubando a caixa de troféu de Siaulamb. Roube a pilha das caixas de troféu de Siaulamb na Lagoa Ziedo. 
QUEST_LV_0100_20150317_005909	{memo X}Roubou todos os troféus de Siaulamb. Entregue-os a Volda. 
QUEST_LV_0100_20150317_005910	{memo X}Derrote o monstro que vigia a caixa
QUEST_LV_0100_20150317_005911	{memo X}Volda conhece uma forma definitiva de derrotar os Siaulambs. Fale com Volda. 
QUEST_LV_0100_20150317_005912	{memo X}Olhe dentro da caixa desgastada
QUEST_LV_0100_20150317_005913	{memo X}Volda diz que devemos destruir as Bolotas Pesadas que os Siaulambs comem. Encontre as Bolotas Pesadas dentro da caixa desgastada no 4o Armazém de Suprimentos. 
QUEST_LV_0100_20150317_005914	{memo X}Queime as Bolotas Pesadas
QUEST_LV_0100_20150317_005915	{memo X}Encontrou as Bolotas Pesadas na caixa desgastada. Queime tudo na fogueira ao lado. 
QUEST_LV_0100_20150317_005916	{memo X}Relate isso a Volda
QUEST_LV_0100_20150317_005917	{memo X}Queimou todas as Bolotas Pesadas na caixa. Volte até Volda e conte o que ocorreu. 
QUEST_LV_0100_20150317_005918	{memo X}Derrote os Siaulambs da emboscada
QUEST_LV_0100_20150317_005919	{memo X}Verifique a caixa desgastada
QUEST_LV_0100_20150317_005920	{memo X}Volda diz que devemos destruir as Bolotas Pesadas que os Siaulambs comem. Encontre as Bolotas Pesadas dentro da caixa desgastada no 2o Armazém de Suprimentos. 
QUEST_LV_0100_20150317_005921	{memo X}Derrote os resquícios dos Siaulambs
QUEST_LV_0100_20150317_005922	{memo X}Encontrou a bolsa cheia de Bolotas Pesadas, os Siaulambs ficaram loucos e começaram a atacar. Derrote todos Siaulambs.
QUEST_LV_0100_20150317_005923	{memo X}Derrotou os últimos resquícios de Siaulambs, mas não há um lugar para queimar as Bolotas Pesadas. Entregue-as a Volda. 
QUEST_LV_0100_20150317_005924	{memo X}Você deve entregar o relatório de Moody ao Oficial Liudas. Volte até Liudas no Acampamento Central de Suprimentos e fale com ele.
QUEST_LV_0100_20150317_005925	{memo X}Verifique o monstro na Trilha Curva de Amzina
QUEST_LV_0100_20150317_005926	{memo X}Liudas diz que recebeu um relatório sobre a aparição de um grande monstro. Verifique o monstro na Trilha Curva de Amzina. 
QUEST_LV_0100_20150317_005927	{memo X}O grande monstro na Trilha Curva de Amzina era Tutu, não Sparnas. Relate isso a Liudas. 
QUEST_LV_0100_20150317_005928	{memo X}Atraia e derrote Tutu
QUEST_LV_0100_20150317_005929	{memo X}Oficial Liudas está frustrado com a situação atual. Fale com ele novamente.
QUEST_LV_0100_20150317_005930	{memo X}Fale com Liudas na Área Derrubada Malkos
QUEST_LV_0100_20150317_005931	{memo X}Liudas diz que ele precisa cuidar disso pessoalmente. Siga Liudas até a Área Derrubada Malkos. 
QUEST_LV_0100_20150317_005932	{memo X}Derrote os monstros que atacam Liudas
QUEST_LV_0100_20150317_005933	Fale com o Batedor.
QUEST_LV_0100_20150317_005934	$Fale com o Batedor para saber mais sobre pontos de atributo.
QUEST_LV_0100_20150317_005935	 - use essa tecla para abrir sua Informação de Personagem e então usar Pontos de Atributo
QUEST_LV_0100_20150317_005936	Escute o que o Batedor tem a dizer e experimente usar um Atributo.
QUEST_LV_0100_20150317_005937	Fale com o Batedor.
QUEST_LV_0100_20150317_005938	Fale com o Batedor novamente.
QUEST_LV_0100_20150317_005939	Na estrada de volta
QUEST_LV_0100_20150317_005940	Você sente algo suspeito enquanto adora a Estátua da Deusa. Fale com a Estátua novamente.
QUEST_LV_0100_20150317_005941	Cogucaria apareceu! Derrote-o. 
QUEST_LV_0100_20150317_005942	Derrotou Cogucaria!
QUEST_LV_0100_20150317_005943	Você terminou de recolher os suprimentos. Fale com Oficial de Suprimentos novamente.
QUEST_LV_0100_20150317_005944	Derrote Tutu
QUEST_LV_0100_20150317_005945	Tutu fez uma emboscada surpresa. Derrote Tutu.
QUEST_LV_0100_20150317_005946	Você derrotou Tutu. Fale com Oficial de Suprimento.
QUEST_LV_0100_20150317_005947	Gustas Jonas parece dar boas-vindas a você. Pergunte a ele sobre a localização do legado do Rei Zachariel.
QUEST_LV_0100_20150317_005948	Remova o lacre à esquerda do Sacrário Desabado.
QUEST_LV_0100_20150317_005949	Gustas diz que falta um lacre, mas ele sente uma energia perigosa. Rompa aquele à esquerda do Sacrário Desabado. Você também precisa tomar cuidado com os ataques dos monstros. 
QUEST_LV_0100_20150317_005950	Rompeu o último Lacre. Volte até Gustas Jonas.
QUEST_LV_0100_20150317_005951	Fale com o Oficial de Intermediação Nian
QUEST_LV_0100_20150317_005952	Nian informou você sobre a pedra misteriosa.
QUEST_LV_0100_20150317_005953	Derrote os monstros que atacam o Oficial de Intermediação Nian
QUEST_LV_0100_20150317_005954	Encostou na pedra misteriosa para vê-la mais de perto, mas monstros surgiram! Melhor derrotar os monstros primeiro. 
QUEST_LV_0100_20150317_005955	Derrotou os monstros. Fale com Nian sobre o ocorrido. 
QUEST_LV_0100_20150317_005956	Fale com a Historiadora Adelle
QUEST_LV_0100_20150317_005957	Historiadora Adelle sabe que foi alguém que Nian enviou. Pergunte por que ela não está batendo em retirada.
QUEST_LV_0100_20150317_005958	Colete pedras com desenhos misteriosos
QUEST_LV_0100_20150317_005959	A Historiadora Adelle também está curiosa sobre as pedras misteriosas. Ela disse que algo está acontecendo e quer estudar mais pedras. Obtenha pedras com desenhos misteriosos com Javalomens para Adelle.
QUEST_LV_0100_20150317_005960	Entregue-as a Adelle.
QUEST_LV_0100_20150317_005961	Coletou pedras com desenho suficientes. Entregue-as a Adelle.
QUEST_LV_0100_20150317_005962	Derrote Arqueiros Javalomens e obtenha %s
QUEST_LV_0100_20150317_005963	Derrote Arqueiros Javalomens e recolha Pedras com gravuras estranhas
QUEST_LV_0100_20150317_005964	Fale com o Arqueólogo Friedka
QUEST_LV_0100_20150317_005965	Arqueólogo Friedka está procurando por alguém para ajuda-lo a realizar uma grande missão. Fale com ele. 
QUEST_LV_0100_20150317_005966	Obtenha o amuleto do monstro
QUEST_LV_0100_20150317_005967	Arqueólogo Friedka está procurando por alguém que possa ajudá-lo. Primeiro, obtenha amuletos dos Javalomens.
QUEST_LV_0100_20150317_005968	Arqueólogo Friedka está cuidadosamente olhando para o mapa dos pilares de pedra. Fale com ele.
QUEST_LV_0100_20150317_005969	Obtenha as cópias da Colina do Pilar de Pedra
QUEST_LV_0100_20150317_005970	Parece que Friedka encontrou algo no mapa. Obtenha a cópia da Colina do Pilar de Pedra, como requisitado.
QUEST_LV_0100_20150317_005971	Obteve a cópia que o Arqueólogo Friedka queria. Volte até o Arqueólogo Friedka.
QUEST_LV_0100_20150317_005972	Derrote o Castorpião que está interferindo na cópia
QUEST_LV_0100_20150317_005973	Você obteve as pedras que Adelle queria tanto, para persuadi-la a bater em retirada.
QUEST_LV_0100_20150317_005974	Derrote os monstros
QUEST_LV_0100_20150317_005975	Poderia ser por causa das pedras? Monstros estão atacando. Proteja-se dos ataques.
QUEST_LV_0100_20150317_005976	Derrotou todos os monstros que atacavam. Convença Adelle a fugir rapidamente.
QUEST_LV_0100_20150317_005977	{memo X}Colin diz que também não sabe de Rexipher. Pergunte a outro historiador sobre Rexipher. 
QUEST_LV_0100_20150317_005978	Gorath parece estar em apuros. Fale com ele.
QUEST_LV_0100_20150317_005979	Falar com Historiador Badat
QUEST_LV_0100_20150317_005980	Gorath está pedindo para você encontrar seus amigos perdidos. O nome de seu amigo é Badat, então procure por ele.
QUEST_LV_0100_20150317_005981	Encontrou Badat. Fale com ele, para que ele possa voltar em segurança.
QUEST_LV_0100_20150317_005982	Historiador Badat parece estar procurando por algo. Fale com ele.
QUEST_LV_0100_20150317_005983	Encontrou a pesquisa do Historiador Badat.
QUEST_LV_0100_20150317_005984	Historiador Badat diz que voltará ao Acampamento de Pesquisa quando encontrar seus materiais de pesquisa. Cace Tontus e recupere os materiais de pesquisa para Badat.
QUEST_LV_0100_20150317_005985	Entregue os materiais rapidamente para que Badat possa voltar ao acampamento.
QUEST_LV_0100_20150317_005986	Obtenha %s derrotando Tontus
QUEST_LV_0100_20150317_005987	Derrote Tontus e recupere o material de pesquisa
QUEST_LV_0100_20150317_005988	Fale com Kevin
QUEST_LV_0100_20150317_005989	Há uma pessoa suspeita que parece ser um falsificador. Fale com Kevin.
QUEST_LV_0100_20150317_005990	Recolhendo lenha
QUEST_LV_0100_20150317_005991	Keving diz que fará falsificações e pediu para você recolher lenha. Primeiro, traga o que ele quer como evidência definitiva. 
QUEST_LV_0100_20150317_005992	Recolheu toda lenha necessária. Fale com Kevin novamente.
QUEST_LV_0100_20150317_005993	Parece que os preparativos estão prontos. Me pergunto como Kevin faz falsificações. Fale com ele novamente.
QUEST_LV_0100_20150317_005994	Obtenha cal pura dos monstros
QUEST_LV_0100_20150317_005995	Kevin diz que nunca pode mostrar a você como ele trabalha, e pede que você obtenha cal pura dos monstros ao redor. Obtenha a cal para ele primeiro. 
QUEST_LV_0100_20150317_005996	Obteve cal suficiente. Volte até Kevin.
QUEST_LV_0100_20150317_005997	Derrote monstros próximos e obtenha %s
QUEST_LV_0100_20150317_005998	Chupacabra do Deserto/Zinute
QUEST_LV_0100_20150317_005999	Vincent parece meio cansado. Fale com ele.
QUEST_LV_0100_20150317_006000	Criando Falsificações
QUEST_LV_0100_20150317_006001	Vincent é folgado e pediu que você fizesse o trabalho por ele. Termine as falsificações como ele instruiu. Fumaça azul aparecerá quando a falsificação estiver completa no molde. 
QUEST_LV_0100_20150317_006002	Entregue as falsificações para Vincent
QUEST_LV_0100_20150317_006003	Pegou a falsificação. Entregue-a para Vincent para que ele dê o acabamento. 
QUEST_LV_0100_20150317_006004	Fale com Escultora Hilda
QUEST_LV_0100_20150317_006005	Escultora Hilda parece olhar ao redor. Fale com ela e descubra o que está acontecendo.
QUEST_LV_0100_20150317_006006	Encontre o pilar legal que Hilda mencionou
QUEST_LV_0100_20150317_006007	Hilda quer ver um pilar único e legal. Se encontrou um pilar legal entre os pilares antigos, pegue seus destroços e mostre-os para Hilda. 
QUEST_LV_0100_20150317_006008	Você encontrou alguns pilares que Hilda gostaria. Mostre a Hilda os destroços que você pegou. 
QUEST_LV_0100_20150317_006009	Parece que Hilda precisa de ajuda. Fale com ela. 
QUEST_LV_0100_20150317_006010	Proteja a Escultora Hilda
QUEST_LV_0100_20150317_006011	Hilda pediu para você protegê-la enquanto ela observa os pilares. Por favor, responda à paixão dela pelos pilares. 
QUEST_LV_0100_20150317_006012	Hilda terminou de observar os pilares. Fale com ela novamente. 
QUEST_LV_0100_20150317_006013	Fale com Hilda, que está com os olhos brilhando ao observar os pilares. 
QUEST_LV_0100_20150317_006014	Proteja a Escultora Hilda
QUEST_LV_0100_20150317_006015	Hilda quer observar os pilares por mais tempo. Proteja-a dos monstros enquanto ela observa os pilares. 
QUEST_LV_0100_20150317_006016	Parece que Hilda terminou de checar os pilares. Fale com ela. 
QUEST_LV_0100_20150317_006017	Você precisa impedir os demônios que atacam o Mausoléu Real, enquanto persegue Rexipher. Fale com o Guardião da Estátua de Pedra.
QUEST_LV_0100_20150317_006018	Obtenha as peças da Chapa Real.
QUEST_LV_0100_20150317_006019	$Guardiões do Mausoléu estão tomando todas as peças da Chapa Real que Rexipher destruiu. Obtenha as peças da chapa com Guardiões do Mausoléu.
QUEST_LV_0100_20150317_006020	$Coletou todas as peças da chapa. Fale com o Guardião da Estátua de Pedra.
QUEST_LV_0100_20150317_006021	Derrote o Guardião e obtenha %s
QUEST_LV_0100_20150317_006022	Recupere Peças da Chapa Real
QUEST_LV_0100_20150317_006023	Oficial de Intermediação Niels diz que a família de Jonas está procurando você. Fale com Ahylas no Acampamento de Pesquisa.
QUEST_LV_0100_20150317_006024	Obtenha a Seiva Brilhante.	
QUEST_LV_0100_20150317_006025	Ahylas precisa preparar o legado do Grande Rei Zachariel para o escolhido. Ele precisa de Seiva Brilhante, que é conhecida como as lágrimas da Deusa Zemyna. Vá até o Planalto Zeme para obter a seiva. 
QUEST_LV_0100_20150317_006026	Fale com Ahylas
QUEST_LV_0100_20150317_006027	Obteve seiva suficiente. Traga-a para Ahylas. 
QUEST_LV_0100_20150317_006028	Parece que Ahylas está combinando um cristal para romper o lacre, permitindo que você se aproxime do legado do Grande Rei Zachariel. 
QUEST_LV_0100_20150317_006029	$Colete Amalas do Cânion
QUEST_LV_0100_20150317_006030	$Ahylas diz que precisa de Amalas para fazer o cristal que rompe o lacre. Obtenha Amalas do Planalto Pamirsit. Amalas são difíceis de obter, então tenha cuidado. 
QUEST_LV_0100_20150317_006031	Entregue-as a Ahylas
QUEST_LV_0100_20150317_006032	Obteve Amalas suficientes. Entregue-as a Ahylas. 
QUEST_LV_0100_20150317_006033	{memo X}
QUEST_LV_0100_20150317_006034	Derrote Owo
QUEST_LV_0100_20150317_006035	Caçador de Tesouro Eden pediu para você derrotar Owos na área norte, se quiser colaborar em sua caça ao tesouro. 
QUEST_LV_0100_20150317_006036	Derrote Owos suficientes como o Caçador de Tesouro Eden pediu. Volte até Caçador de Tesouro Eden.
QUEST_LV_0100_20150317_006037	Encontre o Quarto Pedaço da Lápide
QUEST_LV_0100_20150317_006038	{memo X}Caçador de Tesouro diz ter certeza de que Owo engoliu as relíquias. Derrote Owo e obtenha as relíquias. 
QUEST_LV_0100_20150317_006039	Tama tem a quarta peça da lápide, como disse o caçador de tesouro. Entregue isso ao Caçador de Tesouro Eden.
QUEST_LV_0100_20150317_006040	Derrote Owo e obtenha %s
QUEST_LV_0100_20150317_006041	$Obtenha Seiva de Toco d’Árvore
QUEST_LV_0100_20150317_006042	$Caçador de Tesouro Eden pediu para você coletar a seiva do Toco d’Árvore pelo que ela vale. Grude coletores de seiva nos Tocos d‘Árvore e derrote-os em seguida para obter sua seiva.
QUEST_LV_0100_20150317_006043	Obteve Seiva de Toco d’Árvore suficiente. Volte até Caçador de Tesouro Eden. 
QUEST_LV_0100_20150317_006044	Encontrando fragmentos das ruínas
QUEST_LV_0100_20150317_006045	Caçador de Tesouro Eden pediu para você obter os fragmentos das ruínas enterradas no Terreno Baldio da Encruzilhada.
QUEST_LV_0100_20150317_006046	Encontrou os fragmentos das ruínas requisitados pelo Caçador de Tesouro Eden. Volte e entregue isso a ele.
QUEST_LV_0100_20150317_006047	$Obtenha a primeira cópia na Cabine da Montanha Virdului
QUEST_LV_0100_20150317_006048	$Caçador Talus pediu para você obter uma cópia da Lápide de Lydia Schaffen na Cabine da Montanha Virdului.
