QUEST_LV_0100_20150317_000001	Sentinela
QUEST_LV_0100_20151016_010231	Toda a preparação para ler a memória dos espíritos está pronta. Prenda-os com o Restraint Token e traga-os para o Velho Gerente.
QUEST_LV_0100_20151016_010232	O Velho Gerente leu as memórias dos espíritos. Fale com ele.
QUEST_LV_0100_20151016_010233	Devagar, você está juntando as peças de informações e compreendendo mais sobre esta Revelação. Fale com o Velho Gerente novamente.
QUEST_LV_0100_20151016_010234	Leve o espírito preso com o Restraint Token.
QUEST_LV_0100_20151016_010235	O Velho Gerente consegue acessar as memórias mais antigas dos espíritos. Traga os espíritos usando o Restraint Token.
QUEST_LV_0100_20151016_010236	Tem espíritos que tiveram o descanso eterno roubado e ficaram presos em Fortress of the Land. Talvez um Mestre Dievdirbys possa ajudar.
QUEST_LV_0100_20151016_010237	O Dievdirbys Master parece que tem um plano para estes espíritos. Fale com ele novamente.
QUEST_LV_0100_20151016_010238	Faça uma Escultura Coruja para guiar os espíritos.
QUEST_LV_0100_20151016_010239	Instale a Escultura Coruja em Storage Quarter da Fortress of the Land. Depois, guie os espíritos até a escultura.
QUEST_LV_0100_20151016_010240	Você guiou todos os espíritos. Reporte para o Mestre Dievdirbys.
QUEST_LV_0100_20151016_010241	Premier Eminent não parce ser humano. Para revelar usa identidade, fale com Amanda.
QUEST_LV_0100_20151016_010242	Inspecione Premier Eminent com o monóculo
QUEST_LV_0100_20151016_010243	Amanda pedu para ver o verdadeiro Premier Eminent você mesmo. Use o monóculo para descobrir sua identidade.
QUEST_LV_0100_20151016_010244	Premier Eminent é um demônio! Consulte Amanda sobre o que fazer.
QUEST_LV_0100_20151016_010245	Premier Eminent está esperando por você. Fale com ele para evitar suspeitas.
QUEST_LV_0100_20151016_010246	Para poder reparar o aparelho destruído por Ruklys, as peças são necessárias. Procure por partes usáveis das armadilhas de defesa em Ataka Side Road.
QUEST_LV_0100_20151016_010247	Você pegou todas as partes que conseguiu. Fale com Amanda antes de voltar para Premier Eminent.
QUEST_LV_0100_20151016_010248	Amanda esteve trabalhando em um jeito de achar o círulo mágico. Fale com Amanda.
QUEST_LV_0100_20151016_010249	Colete Demon Blood
QUEST_LV_0100_20151016_010250	Para poder ativar a pedra de fundação, você precisa reescrever as letras com algo mágico. Primeiro, colete o Demon Blood.
QUEST_LV_0100_20151016_010251	Escreva as letras com o Demon Blood
QUEST_LV_0100_20151016_010252	Você coletou Demon Blood suficiente. Escreva as letras nos pilares da pedra de fundação em Slepti Watchtower.
QUEST_LV_0100_20151016_010253	Você ativou a pedra de fundação em Slepti Watchtower. Pergunte à Amanda o que fazer agora.
QUEST_LV_0100_20151016_010254	Destrua os Demon Totems
QUEST_LV_0100_20151016_010255	A pedra de fundação em Ikveta Podium não está funcionando corretamente por causa dos Demon Totems a redor. Destura-os.
QUEST_LV_0100_20151016_010256	Ative a Pedra de Fundação
QUEST_LV_0100_20151016_010257	Você destruiu os Demon Totems. Tente ativar a pedra de fundação mais uma vez.
QUEST_LV_0100_20151016_010258	O círculo mágico de defesa está ativo. Volte para Premier Eminent antes que ele suspeite.
QUEST_LV_0100_20151016_010259	Derrote Mandara
QUEST_LV_0100_20151016_010260	A luz do aparelho e do círculo mágico queimou o Premier Eminent. Derrote Mandara, conjurado pelo Premier Eminent!
QUEST_LV_0100_20151016_010261	Derrote Mandara, conjurado pelo Premier Eminent
QUEST_LV_0100_20151016_010262	Ative o aparelho de Ruklys para encontrar a Revelação
QUEST_LV_0100_20151016_010263	Tudo que precisa agora é achar a Revelação. Ative o aparelho de Ruklys para encontra-la.
QUEST_LV_0100_20151016_010264	Encontrou a Revelação. Saida da câmara secreta e fale com Amanda.
QUEST_LV_0100_20151016_010265	Amanda têm assuntos pendentes no Fortress of the Land. Fale com ela.
QUEST_LV_0100_20151016_010266	Encontre a pedra que Amanda usará para anotar suas realizações
QUEST_LV_0100_20151016_010267	Amanda está maravilhada de ser a primeira Grave Robber capaz de se aventurar nas profundezas da Fortress of the Land. Ache a pedra que ela usará para colocar seu feito.
QUEST_LV_0100_20151016_010268	Encontrou a pedra perfeita, mas é muito grande para carregar. Avise Amanda da localização.
QUEST_LV_0100_20151016_010269	Grave Robber Amanda quer falar com você. Procure-a.
QUEST_LV_0100_20151016_010270	Grave Robber Amanda pediu para trazer as páginas de Ruklys's Journal para ela se você conseguir acha-las.
QUEST_LV_0100_20151016_010271	Você achou todas as páginas do jornal. Entregue-as para Grave Robber Amanda.
QUEST_LV_0100_20151016_010272	A identidade do Velho Gerente é Premier Eminent, que viveu 600 anos atrás. Será que ele diz a verdade? Por enquanto, retorne para Amanda.
QUEST_LV_0100_20151016_010273	Amanda duvida de Premier Eminent. Porém primeiro, encontre-o em Final Battleground.
QUEST_LV_0100_20151016_010274	Você viu Premier Eminent falando tranquilamente com demônios! Rápido, fale com Amanda.
QUEST_LV_0100_20151016_010275	Primeiro Passo
QUEST_LV_0100_20151016_010276	Guias do Primeiro Passo
QUEST_LV_0100_20151016_010277	Segundo Passo
QUEST_LV_0100_20151016_010278	Guias do Segundo Passo
QUEST_LV_0100_20151016_010279	Último Passo
QUEST_LV_0100_20151016_010280	Guias do Último Passo
QUEST_LV_0100_20151016_010281	Fale com Rose
QUEST_LV_0100_20151016_010282	Fale com Rose, que espera você na vila XX
QUEST_LV_0100_20151016_010283	Inspecione a vila XX e descubra o que aconteceu
QUEST_LV_0100_20151016_010284	Inspecione a vila XX e descubra o que aconteceu
QUEST_LV_0100_20151016_010285	Fale para Rose sua teoria do que deve ter acontecido.
QUEST_LV_0100_20151016_010286	Rose encontrou algo. Fale com ela.
QUEST_LV_0100_20151016_010287	Encontre as bolinhas que caíram no chão.
QUEST_LV_0100_20151016_010288	Rose disse que estas bolinhas estão tentando nos guiar. Siga o rastro.
QUEST_LV_0100_20151016_010289	Você não vê mais nenhuma bolinha. Fale com Rose sobre o que fazer agora.
QUEST_LV_0100_20151016_010290	Consulte Rose sobre o que fazer agora
QUEST_LV_0100_20151016_010291	Inspecione ao redor para achar bolinhas
QUEST_LV_0100_20151016_010292	Rose acha que alguns traços do povo podem ser encontrados pela região. Inespecioe a área para achar alguma pista.
QUEST_LV_0100_20151016_010293	Fale com o morador da vila XX
QUEST_LV_0100_20151016_010294	Há alguém que deve ser morador da vila XX. Fale com ele.
QUEST_LV_0100_20151016_010295	Fale com o suposto morador da vila XX
QUEST_LV_0100_20151016_010296	Demônios apareceram. Destrua-os.
QUEST_LV_0100_20151016_010297	Destrua todos os demônios. Avise Rose e o morador que está tudo seguro.
QUEST_LV_0100_20151016_010298	Salve Rose e o Morador
QUEST_LV_0100_20151016_010299	Fale com o morador da vila XX
QUEST_LV_0100_20151016_010300	Escute o que este morador da vila xx tem a dizer.
QUEST_LV_0100_20151016_010301	Escute a história do morador
QUEST_LV_0100_20151016_010302	Fale com Rose
QUEST_LV_0100_20151016_010303	Fale com Herbalista Ash
QUEST_LV_0100_20151016_010304	Converse com Herbalista Ash que está quase sem fôlego
QUEST_LV_0100_20151016_010305	Derrote os demônios ao redor do Herbalista Ash
QUEST_LV_0100_20151016_010306	Herbalista Ash esta com muito medo dos demônios que estão por perto. Acalme-o, eliminando todos os demônios
QUEST_LV_0100_20151016_010307	Fale com Herbalista Ash
QUEST_LV_0100_20151016_010308	Derrote os demônios ao redor
QUEST_LV_0100_20151016_010309	Herbalista Ash está muito pensativo em tentar descobrir algo.  Pergunte a ele sobre o que ele esta pensando
QUEST_LV_0100_20151016_010310	Pegue a grama que os demônios estão juntando
QUEST_LV_0100_20151016_010311	Traga a grama que os demônios estavam reunindo para o Herbalista Ash analisar. Vá ao local em que ele te informou e pegue-a. Em seguida traga de volta para o Herbalist Ash.
QUEST_LV_0100_20151016_010312	Você pegou a grama. Traga de volta para o Herbalist Ash.
QUEST_LV_0100_20151016_010313	O rosto do Herbalista Ash congelou ao inspencionar a grama. Pergunte a ele o que está acontecendo
QUEST_LV_0100_20151016_010314	Obtenha o fluido corporal dos monstros
QUEST_LV_0100_20151016_010315	O Herbalista Ash quer impedir que a grama cresça. Para isso obtenha o fluído do monstro
QUEST_LV_0100_20151016_010316	Polvilhe o fluído do monstro pela grama
QUEST_LV_0100_20151016_010317	Derramando o fluído do monstro na grama impedirá que ela volte a crescer. Desta forma, polvilhe o fluído de monstro na grama
QUEST_LV_0100_20151016_010318	Você terminou de polvilhar todo o fluído! Fale com o Herbalista Ash
QUEST_LV_0100_20151016_010319	Druid Leja se machucou enquanto perseguia os furões que roubavam a comida. Para recuperar a saúde, encontre a erva apropriada no lugar que ela lhe contou
QUEST_LV_0100_20151016_010320	Traga de volta os alimentos roubados pelos furões
QUEST_LV_0100_20151016_010321	Recupere os alimentos roubados pelos furões e devolva-os às pessoas da cidade. Você só podera obter os Alimentos Roubados usando Paralysis Power em furão enquanto seu HP estiver 50% ou abaixo disso
QUEST_LV_0100_20151016_010322	Recupere %s dos furões
QUEST_LV_0100_20151016_010323	Você encontrou a garota misteriosa mais uma vez no meio do caminho enquanto voltava para devolver a comida roubada aos habitantes da cidade. A garota misteriosa saiu correndo depois de perceber que o povo da cidade estava se aproximando. Devolva a comida recuperada ao ancião da cidade.
QUEST_LV_0100_20151016_010324	Destrua os totens demoníacos controlando os furões
QUEST_LV_0100_20151016_010325	Ah, ancião fala que os furões ficaram ferozes após a invasão dos demônios. Ele acredita que os totens demoníacos são os culpados e pede que você os destrua.
QUEST_LV_0100_20151016_010326	Reúna o 'Gigantic Fruit Juice' dos furões
QUEST_LV_0100_20151016_010327	Uma das maiores preocupações dos cidadãos é a falta de água potável, uma vez que não é só a água do rio, mas também os frutos das arvores, plantas, nas proximidades são envenenados. Os furões, por outro lado, parecem saber uma maneira de purificar o suco das frutas gigantes e beber. As pessoas da cidade pedem para você trazer o suco de frutas extraído e purificado dos furões.
QUEST_LV_0100_20151016_010328	Há muitas frutas gigantescas dos furões. Traga para o Residente da Aldeia.
QUEST_LV_0100_20151016_010329	Roube %s dos furões
QUEST_LV_0100_20151016_010330	Enquanto você estava fora, 'pegando' o suco de frutas gigantescas, os furões invadiram a cidade novamente e roubaram os alimentos da cidade. Fale com os cidadões para saber sobre o ocorrido.
QUEST_LV_0100_20151016_010331	Os cidadãos dizem que, se você contaminar os alimentos com a água contaminada, os furões não roubarão mais a comida da cidade. Mas esta proeza só deve ser feito com os alimentos que recentemente foram saqueados. Traga a água vermelha do poço antigo para o povo da cidade.
QUEST_LV_0100_20151016_010332	Isso! A quantidade de água vermelha que você tem é suficiente para contaminar a comida. O povo da cidade lhe dirá onde estão os alimentos. Fale com os cidadões.
QUEST_LV_0100_20151016_010333	O povo da cidade informaram que os furões escondem os alimentos roubados dentro de cestas de frutas que estão espalhada por alguns lugares. Só que... alguns dos alimentos roubados não são frescos. Inspecione cada um com cuidado para encontrar apenas os novos e despeje um pouco da água vermelha sobre ele.
QUEST_LV_0100_20151016_010334	O neto do ancião deu uma olhada nos furões para ver se eles voltaram ao normal depois que os totens demoníacos foram destruídos, mas a expressão em seu rosto parece trazer péssimas noticias. Fale com o neto do ancião. 
QUEST_LV_0100_20151016_010335	O neto do ancião explica que, embora os totens demoníacos tenham sumido, os furões continuam daquele jeito, ferozes. Consulte o 'Dievdirbys Widas' para saber o jeito de reverter esta situação, e trazer os furões de volta ao normal.
QUEST_LV_0100_20151016_010336	Dievdirbys Widas lhe diz que trata-se de uma escultura da paz, que ele descobriu em seus longos anos de pesquisa, poderia fazer com que isso acontecesse. Monte a escultura da paz para que os furões voltem ao normal e sejam mansos novamente.
QUEST_LV_0100_20151016_010337	A escultura da paz foi montada, mas isso apenas irritou os furões tornando eles mais violentos ainda. Conte ao Widas sobre o ocorrido.
QUEST_LV_0100_20151016_010338	Druid Leja estava a caminho para analisar a estátua gigante da Deusa, mas os furões controlados por demônios amarraram seus pés deixando-a de ponta-cabeça. E quando menos se esperava, a garota misteriosa aparece e os furões vão atrás dela.
QUEST_LV_0100_20151016_010339	Derrote os furões e encontre algum rastro da garota misteriosa.
QUEST_LV_0100_20151016_010340	Druid Leja aponta a direção que a garota foi. Ela diz que os furões estão indo atrás dela, então dê um fim nos que aparecerem no caminho enquanto vai atrás da garota.
QUEST_LV_0100_20151016_010341	Derrote os furões
QUEST_LV_0100_20151016_010342	Enquanto os furões estão sendo derrotados, você tem aquela sensação estranha novamente. Siga essa sensação, ela vai levar você até a garota.
QUEST_LV_0100_20151016_010343	Druid Leja diz que os furões estavam carregando uma bolsa esquisita e arrastando para algum lugar. Ela informa onde é o esconderijo do furão. Leja diz que é muito perigoso ir sozinho, então ela fará um perfume que fará os furões ficarem fracos. Mas primeiro, pegue-lhe um pouco de Drowsy Herb.
QUEST_LV_0100_20151016_010344	Druid Leja, juntamente com o Drowsy Scent(perfume) que ela prometeu, lhe dirá também os possíveis locais onde os furões poderiam ter levado a garota. Fale com o Leja.
QUEST_LV_0100_20151016_010345	Inspecione o esconderijo dos furões depois de aplicar o drowsy scent (perfume).
QUEST_LV_0100_20151016_010346	Você deve salvar a garota enquanto os furões estão sonolentos com o cheiro. Tenha em mente que o cheiro requer uma fogueira para poder se espalhar no local, e não se esqueça que a sua duração não é tão longa.
QUEST_LV_0100_20151016_010347	Salve a garota enquanto os furões estão sonolentos.
QUEST_LV_0100_20151016_010348	A tarefa da Deusa
QUEST_LV_0100_20151016_010349	No momento em que você liberta a garota, ela corre para algum lugar. Pasmem. Siga os rastros que ela deixou para trás e vá atrás dela.
QUEST_LV_0100_20151016_010350	Fale com a garota misteriosa
QUEST_LV_0100_20151016_010351	Você finalmente encontrou a garota em pé de frente com a Estátua da Deusa gigante. Fale com a garota.
QUEST_LV_0100_20151016_010352	A garota misteriosa está vagamente olhando para uma plantinha misteriosa. Fale com ela.
QUEST_LV_0100_20151016_010353	Desenterre sob as Plantinhsa
QUEST_LV_0100_20151016_010354	A garota misteriosa fala, com receio, que há algo enterrado sob a plantinha. Examine a plantinha e o local.
QUEST_LV_0100_20151016_010355	Verifique o Orbe da Deusa
QUEST_LV_0100_20151016_010356	Encontre o Orbe da Deusa sob a misteriosa Plantinha e verifique-o.
QUEST_LV_0100_20151016_010357	Fale com o Druid Benes
QUEST_LV_0100_20151016_010358	Druid Benes estuda os furões e o que os tornou ferozes. Pergunte se existe alguma maneira de torna-los mansos.
QUEST_LV_0100_20151016_010359	Anote os comportamentos dos furões
QUEST_LV_0100_20151016_010360	Druid Benes diz que se você se transformar em um furão, você pode se comunicar com os furões. No entanto, os furões conhecem o cheiro de Benes, então eles fogem dele mesmo que ele esteja na forma de furão. Então Benes escreverá para você o Ferret Transformation Scroll e o que você precisa fazer é anotar os comportamentos dos furões nele.
QUEST_LV_0100_20151016_010361	Entregue o Pergaminho ao Druid Benes
QUEST_LV_0100_20151016_010362	Você anotou com sucesso os comportamentos dos furões. Entregue para o Druid Benes.
QUEST_LV_0100_20151016_010363	Você anotou os comportamentos dos furões em um pergaminho vazio. Fale com Benes.
QUEST_LV_0100_20151016_010364	Compreendendo os furões
QUEST_LV_0100_20151016_010365	O Ferret Transformation Scroll que o Druid Benes deu, fará com que você tenha a habilidade de se transformar em um furão. Pergunte aos furões e descubra por que eles estão atacando as pessoas.
QUEST_LV_0100_20151016_010366	O motivo dos furões atacar as pessoas era com a intenção de expulsa-los. Volte ao Druid Benes e relate suas descobertas.
QUEST_LV_0100_20151016_010367	Realidade inacreditável
QUEST_LV_0100_20151016_010368	Você se transformou em um furão e conversou com eles como se fosse um furão. Relate o verdadeiro motivo ao Druid Benes.
QUEST_LV_0100_20151016_010369	Coloque o bloco de madeira modificado e observe as reações dos furões
QUEST_LV_0100_20151016_010370	Druid Benes diz que é muito difícil determinar se os furões estão realmente pensando nisso ou se é meramente devido ao controle mental do demônio. Druid Benes pede que você monte um bloco de madeira modificado em forma de um homem ferido perto dos furões. Se o que eles dizem é realmente verdade, eles não atacarão um homem ferido.
QUEST_LV_0100_20151016_010371	Os furões atacaram o bloco de madeira em forma de um homem da cidade ferido. Volte ao Druid Benes.
