UI_20150317_000001		{@st41b}각 클래스 마스터들에게서{nl}특성을 배울 수 있습니다.{/}				
UI_20150317_000002	{@st43}Lista de Atributos {/}
UI_20170510_002653	* Após o reset, você receberá pontos de atributo{nl}equivalentes ao nível de seus atributos antes do reset.	* 초기화 전 올린 특성의 레벨은{nl}초기화 후 특성 포인트를 돌려드립니다.	UI_20161221_002520	* Attribute levels taken before the reset{nl}can be learned again at no cost after the reset.	* 초기화 전 올린 특성의 레벨은{nl}초기화 후 다시 올릴 경우 실버가 소모되지 않습니다.
UI_20170510_002654	* EXP Cards de Classe equivalente ao último Nível de Classe {nl} que você atingiu serão enviados para o seu inventário.	* 마지막 달성한 클래스 레벨을 확인해 {nl} 그에 해당하는 클래스 경험치 카드를 인벤토리로 지급합니다.	UI_20161221_002521	* EXP cards equivalent to the last Rank to have achieved{nl}	* 마지막 달성한 
UI_20170615_002655	{@st42b}Abrir Cubo secreto da Leticia. X %s
UI_20170615_002656	{@st43}{s22}Cubo de Receitas{/}
UI_20170615_002657	{@st41}Selecione uma e confirme{/}
UI_20170615_002658	{@st41b}Receber{/}
UI_20170726_002659	{@st66b}Configuracão de Grupo	{@st66b}그룹 설정
UI_20170726_002660	{@st66b}Configurar Cor	{@st66b}색 설정
UI_20170726_002661	{@st66d}Se pelo menos um jogador não for usuário de Token,{nl} após a troca, o item se tornará intransferível.{/}	{@st66d}한 명 이라도 토큰을 사용하지 않으면{nl} 교환 후 아이템이 거래 불가 상태가 됩니다.{/}
UI_20170726_002662	{@st42b}Começar{/}	{@st42b}시작{/}
UI_20170726_002663	Para começar a pescar, selecione sua isca.	낚시를 시작합니다. 사용할 미끼를 올려주세요.
UI_20170726_002664	Coloque sua isca aqui	미끼를 올려주세요
UI_20170726_002665	Fechar Caixa	살림통을 닫습니다.
UI_20170726_002666	{@st43}Caixa de Pesca{/}	{@st43}살림통{/}
UI_20170726_002667	{@sti1}Items{/}	{@sti1}아이템{/}
UI_20170726_002668	{@st42b}Receber Itens{/}	{@st42b}아이템 수령{/}
UI_20170726_002669	{@st42b}Parar Pesca{/}	{@st42b}낚시 종료{/}
UI_20170726_002670	{@sti1}Ciclos de pesca{/}	{@sti1}낚시 횟수{/}
UI_20170726_002671	{@st43}Ranking de pesca{/}	{@st43}낚시 랭킹{/}
UI_20170726_002672	{@st59}Fechar Ranking.{/}	{@st59}낚시 랭킹 창을 닫습니다.{/}
UI_20170726_002673	Pontos de Pesca	낚시 포인트
UI_20170726_002674	Você pode mover-se para a localização desejada.	거점 이동을 할 수 있습니다.
UI_20170726_002675	{nl}As entradas diárias são contadas de forma diferente para cada tipo de dungeon. 	{nl}각 던전은 카테고리별로 입장 횟수가 카운트 됩니다. 
UI_20170726_002676	{@st59}Fechar.{/}	{@st59}인스턴스 던전 창을 닫습니다{/}
UI_20170726_002677	{@st43}Dungeons Instanciadas{/}	{@st43}인스턴스 던전{/}
UI_20170726_002678	Nome	던전 이름
UI_20170726_002679	Uma entrada diária adicional concedida aos usuários de Token.	토큰 혜택으로 1회 추가 입장 가능합니다.
UI_20170726_002680	Nível para entrar	입장 레벨
UI_20170726_002681	Dificuldade	난이도
UI_20170726_002682	Ordenar	별
UI_20170726_002683	{@st66b}Menor p/ maior{/}	{@st66b}레벨 오름차순{/}
UI_20170726_002684	{@st66b}Maior p/ menor{/}	{@st66b}레벨 내림차순{/}
UI_20170726_002685	{@st66b}Entradas Diárias reiniciam todos os dias - %s (servidor).{/}	{@st66b}입장 횟수는 매일 %s시에 초기화 됩니다.{/}
UI_20170726_002686	{@st43}{s22}Ver Localização{/}	{@st43}{s22}던전 위치 보기{/}
UI_20170726_002687	{@st59}Fechar.{/}	{@st59}던전 위치 보기 창을 닫습니다{/}
UI_20170726_002688	{@st43}Eventos{/}	{@st43}이벤트 안내{/}
UI_20170726_002689	{@st66b}Clique no banner para ir ao anúncio do evento.{/}	{@st66b}배너를 클릭하면 해당 이벤트 페이지로 이동합니다{/}
UI_20170726_002690	{@st59}Fechar.{/}	{@st59}이벤트 안내 UI를 닫습니다{/}
UI_20170726_002691	{@st59}Trocar Armas.{/}	{@st59}해당 번호로 장비를 교환합니다{/}
UI_20170726_002692	Abrir Banner de Eventos.	이벤트 배너를 엽니다
UI_20170726_002693	{@st66b}Mostrar N°de Fragmentos{/}	{@st66b}메인 화면에 파편의 개수 표시하기{/}
UI_20170726_002694	{@st42}Fragmentos do Necronomicon{/}	{@st42}네크로노미콘 파편의 개수{/}
UI_20170726_002695	{@st66b}Mostrar quantidade de Veneno{/}	{@st66b}메인 화면에 독의 양 표시하기{/}
UI_20170726_002696	{s20}Veneno	{s20}독의 양
UI_20170726_002697	{@st42}Veneno no Poison Pot{/}	{@st42}포이즌 팟의 독의 양{/}
UI_20170726_002698	{@st59}Caixa de Pesca{/}	{@st59}낚시 살림통{/}
UI_20170726_002699	{@st59}Info de Dungeon (F10){/}	{@st59}던전 정보(F10){/}
UI_20170726_002700	{@st66b}Ver Info básica dos chars{/}	{@st66b}캐릭터 기본 정보 보기{/}
UI_20170726_002701	{@st66b}Mostrar barra de HP e SP{/}	{@st66b}캐릭터 아래에 HP, SP 표시{/}
UI_20170726_002702	{@st66b}Usar multithread (Beta){/}	{@st66b}멀티스레드 사용(Beta){/}
UI_20170726_002703	{@st59}Aplicar multithread update (Beta).{/}	{@st59}멀티스레드 업데이트(Beta)를 적용합니다.{/}
UI_20170726_002704	{@st66d}{s18}TP Cubes{/}	{@st66d}{s18}유료 확률형 아이템{/}
UI_20170726_002705	{@st43d}{s18}Veja o nosso site oficial para obter as listas de itens contidos nos TP Cubes.{/}	{@st43d}{s18}- 홈페이지 하단의 확률형 아이템 목록 메뉴에서 구성품과 확률을 확인 할 수 있습니다.{/}
UI_20170726_002706	{@st41}Selecionar e confirmar.{/}	{@st41}선택 후 확인을 눌러주세요{/}
UI_20170726_002707	{@st59}Ajuda{/}
UI_20170726_002708	Dias/Horas/Minutos
UI_20170726_002709	{@st59}Novo{/}
UI_20170726_002710	{@st59}Fechando em breve{/}
UI_20170726_002711	{@st59}Período de Troca{/}
UI_20170726_002712	{@st66b}Receba Recompensas
UI_20170901_002713	{@st59}Asas{/}
UI_20170912_002714	{@st43b}Diário de Aventura
UI_20170912_002715	{@st59}Diário de Aventura Ranking
UI_20170912_002716	{@st59}Team Battle League Ranking{/}
UI_20170912_002717	{@st59}Uphill Defense Ranking{/}
UI_20170912_002718	{@st59}Main{/}
UI_20170912_002719	{@st59}Monstros{/}
UI_20170912_002720	{@st59}Items{/}
UI_20170912_002721	{@st59}Construção{/}
UI_20170912_002722	{@st59}Vida{/}
UI_20170912_002723	{@st59}Dungeons{/}
UI_20170912_002724	{@st59}Crescimento{/}
UI_20170912_002725	{@st59}Exploração{/}
UI_20170912_002726	Time
UI_20170912_002727	Personagem
UI_20170912_002728	{img test_cooltime 24 24}Os Pontos resetam no 1º dia de cada mês.{/}
UI_20170912_002729	{@st41b}Top Ranks
UI_20170912_002730	{@st41b}Ranks mais Próximos
UI_20170912_002731	{@st43b}Pontos Totais %s
UI_20170912_002732	{@st66b}Mais Monstros
UI_20170912_002733	{@st66d_y}%s Pontos / {/}{@st42}%s Pontos{/}
UI_20170912_002734	Derrotado
UI_20170912_002735	{@st41b}Area
UI_20170912_002736	Descrição
UI_20170912_002737	Subcategoria
UI_20170912_002738	{@st66b}Mais Itens
UI_20170912_002739	Atributos
UI_20170912_002740	Vendas Totais
UI_20170912_002741	{@st66b}Mais
UI_20170912_002742	Nome A-Z
UI_20170912_002743	Nome Z-A
UI_20170912_002744	%s Peixes Pegos
UI_20170912_002745	Clears
UI_20170912_002746	Localização
UI_20170912_002747	%s
UI_20170912_002748	Pontos de Classe %s
UI_20170912_002749	Nível do Time %s
UI_20170912_002750	Exploração
UI_20170912_002751	%s % Explorado
UI_20170912_002752	- Lv. Recomendado
UI_20170912_002753	- Exploração
UI_20170912_002754	Tipo %s
UI_20170912_002756	Pontos de Aquisição %s
UI_20170912_002757	Status
UI_20170912_002758	SPR +6
UI_20170912_002759	Diário de Aventura Ranking
UI_20170912_002760	{@st66d_y}%s{/} Batalhas {@st66d_y}%s{/} Vitórias {@st66d_y}%s{/} Derrotas
UI_20170912_002761	%s Points
UI_20170912_002762	{@st59}Participação{/}
UI_20170912_002763	Uphill Defense Ranking
UI_20170912_002764	Pontos Totais
UI_20170912_002765	{@st66b}Point Shop{/}
UI_20170912_002766	{@st66b}Exploração de Mapas
UI_20170912_002767	{@st66b}Quests/Conquistas
UI_20170912_002768	{@st66b}Coleção
UI_20170912_002769	{@st66b}Shops Pessoais
UI_20170912_002770	{@st66b}Pescaria
UI_20170912_002771	{@st59}Swordsman{/}
UI_20170912_002772	{@st59}Wizard{/}
UI_20170912_002773	{@st59}Archer{/}
UI_20170912_002774	{@st59}Cleric{/}
UI_20170912_002775	{@st66b}Spectate{/}
UI_20170912_002776	Area: %s
UI_20170912_002777	Area
UI_20170912_002778	{@st42}{s18}Lista de Personagens
UI_20170912_002779	[%s] Recompensas
UI_20170912_002780	ⓘ Colete suas recompensas nas Asas da Vaivora.
UI_20170912_002781	Retirar Todos
UI_20170912_002782	Territory Wars Alerta
UI_20170912_002783	Spot Last Seized By
UI_20170912_002784	Pontos Atuais
UI_20170912_002785	Minha Guilda
UI_20170912_002786	{@st66d}Return to a city in {s20}%s seconds.{/}
UI_20170912_002787	{@st66d}Return to city{/}
UI_20170912_002788	{@st43}{s20}Protecting Guild{/}
UI_20170912_002789	Protecting Guild
UI_20170912_002790	{@st41_red}Efeito Perdido{/}
UI_20170912_002791	{@st43}Exchange Artifact{/}
UI_20170912_002792	{@st59}Close Exchange Artifact{/}
UI_20170912_002793	{@st41b}Trocar
UI_20170912_002794	Para começar a pescar, selecione sua isca.
UI_20170912_002795	{@st43b}{s22}Stage %s Caixa de Pesca{/}
UI_20170912_002796	{@st66d_y}{s22}Stage %s Caixa de Pesca{/}
UI_20170912_002797	Max. %s slots{nl}Fished %s time(s)
UI_20170912_002798	{img icon_item_tpBox_30 30 30}{@st43b}{s18}%s TP Upgrade{/}
UI_20170912_002799	{@st43}Imagem %s{/}
UI_20170912_002800	Enter
UI_20170912_002801	{@st59b}Enter image{nl}{@st59s}- Browse for an image and register it{nl}- Refresh to update the list, then select the image
UI_20170912_002802	{@st66b}{s18}Abrir Pasta
UI_20170912_002803	Open the folder containing the image.
UI_20170912_002804	Update the list.
UI_20170912_002805	{@st41b}{nl}Confirmar
UI_20170912_002806	{@st41b}{nl}Cancelar
UI_20170912_002807	{@st43}Guilda
UI_20170912_002808	Mestre
UI_20170912_002809	Criação
UI_20170912_002810	Membros
UI_20170912_002811	%s/%s
UI_20170912_002812	Fundos
UI_20170912_002813	{@st66}Notícias
UI_20170912_002814	{@st66}Notas
UI_20170912_002815	Notícias
UI_20170912_002816	Notes
UI_20170912_002817	Membro {img %s 13 13}
UI_20170912_002818	Level {img %s 13 13}
UI_20170912_002819	Posição {img %s 13 13}
UI_20170912_002820	Contribuição
UI_20170912_002821	{@st66b}{s18}Autoridades{/}
UI_20170912_002822	%s online      %s offline
UI_20170912_002823	Ver online
UI_20170912_002824	{@st41b}Convidar
UI_20170912_002825	{@st66d_y}{s18}Guild Level{/}
UI_20170912_002826	{@st43b}{s18}Guild Tower(%s/1){/}
UI_20170912_002827	Benefícios
UI_20170912_002828	Os benefícios da Guild são atualizados para o atual nível da torre do Templar.
UI_20170912_002829	Pontos de Atributo: %s
UI_20170912_002830	ⓘ Guild upgrading is only available inside the Guild Tower.
UI_20170912_002831	{@st43b}{s18}Itens da Guilda{/}
UI_20170912_002832	{@st43b}{s18}Fundos da Guilda{/}
UI_20170912_002833	Nota
UI_20170912_002834	{img icon_item_silver 24 24} Quantidade
UI_20170912_002835	{img in_arrow 20 20}{@st66b}{s18}Depositar  {/}
UI_20170912_002836	ⓘ This item can be distributed to guild members by the guild master, after which it becomes bound to each character that receives it.{nl}ⓘ To receive the item, check your lodge Message Box.
UI_20170912_002837	{@st43b}{s18}Guild Wars{/}
UI_20170912_002838	Neutro Desativado: Alerta
UI_20170912_002839	O alerta é exibido a partir de 1 dia antes da neutralidade ser cancelada.{Nl}Apenas o Mestre da Guilda pode alterar essa opção.
UI_20170912_002840	ⓘ Torres de Guilda destruídas em guerras podem ser reconstruídas após 24 horas.{Nl} ⓘ Declarações de guerra podem ser feitas na torre da guilda adversária. {Nl} ⓘ A guerra começa 1 hora depois de ter sido declarada. {Nl} ⓘ Depois de declarar guerra, sua guilda não pode ser dissolvida até depois do fim da guerra. {nl} ⓘ Você não pode declarar uma guerra sem uma Torre da Guilda.
UI_20170912_002841	{@st43b}{s18}Guerras Territoriais{/}
UI_20170912_002842	O que são Guerras Territoriais
UI_20170912_002843	Status
UI_20170912_002844	Não Entrar
UI_20170912_002845	> Guildas com Áreas apreendidas participam automaticamente.{nl}> Depois de definir o status para  
UI_20170912_002846	, você não pode transferir a posição do Mestre da Guilda.{nl}> Apenas um Mestre da Guilda Templar pode mudar o status da participação.{nl}> Esta opção só pode ser alterada até 5 minutos antes do início da Guerra, ou após 1 minuto após o término.{nl}> O status de participação pode ser alterado independentemente de sua guilda ter uma torre ou não.
UI_20170912_002847	{@st43b}{s18}Benefícios da Área{/}
UI_20170912_002848	Areas
UI_20170912_002849	Grade
UI_20170912_002850	Silver Ganho (%)
UI_20170912_002851	Prêmios do Local
UI_20170912_002852	> Spot rewards are %s every week.{nl}> The rewards include  
UI_20170912_002853	 of your Market fees of the previous week.{nl}> Spot rewards are delivered as Copper Bars.{nl}> The maximum possible amount rewarded is %s hundred million Silver.{nl}> Please check our official website for more information.
UI_20170912_002854	Tuesday 06:00
UI_20170912_002855	{@st43b}{s18}Emblema da Guilda{/}
UI_20170912_002856	{@st41b}{nl}Imagem %s{/}
UI_20170912_002857	> O primeiro emblema pode ser registrado gratuitamente.{nl}> Mudar o emblema custa %s0000 Silvers.{nl}> Sua imagem deve ter tamanho %s e em formato %s.{nl}> O nome do arquivo deve conter apenas caracteres alfanuméricos.{nl}> O uso de imagens problemáticas podem resultar em restrições.
UI_20170912_002858	{@st43b}{s18}Configurar Salão{/}
UI_20170912_002859	Permitir Estranhos
UI_20170912_002860	{@st43b}{s18}Novidades{/}
UI_20170912_002861	{@st66}{s18}Registrar{/}
UI_20170912_002862	{@st43b}{s18}Notas da Guild{/}
UI_20170912_002863	{@st43b}{s18}Quadro de Mensagens{/}
UI_20170912_002864	Max. 25 caracteres permitidos.
UI_20170912_002865	> Você pode postar no Quadro de Mensagens 3 vezes por dia.
UI_20170912_002866	Info da Guilda
UI_20170912_002867	Guerras
UI_20170912_002868	{s13}Guerras Territoriais{/}
UI_20170912_002869	{@st43}Enviar Itens
UI_20170912_002870	Enviando
UI_20170912_002871	Restante
UI_20170912_002872	Nome do Time {img %s 13 13}
UI_20170912_002873	Quantidade
UI_20170912_002874	{@st41b}{nl}Enviar
UI_20170912_002875	{@st42b}{s20}Continuar Comprando
UI_20170912_002876	{@st42b}{s20}Fechar
UI_20170912_002877	{@st66}Fechar
UI_20170912_002878	{@st59}Trocar Equipamento (Alt+Z){/}
UI_20170912_002879	{img monsterbtn_image 29 28}{@st66b}{s12}    Cartas{/}
UI_20170912_002880	{@st59}Abrir janela de Cartas de Monstros{/}
UI_20170912_002881	{@st43}{s22}Leticia's Secret Cube{/}
UI_20170912_002882	Cube Name
UI_20170912_002883	{nl}{img %s 40 40}{@st42b}{s20}Cubos 
UI_20170912_002884	> Veja o site oficial e descrições de itens para mais informações.
UI_20170912_002885	{@st43}Equipar Cartas de Monstro{/}
UI_20170912_002886	{@st59}Fechar{/}
UI_20170912_002887	{@st59}Only Templar Guild Master in Team{/}
UI_20170912_002888	{@st66b}Renascendo na cidade próxima (30 segundos){/}
UI_20170912_002889	{@st66b}Ver nome do Grupo{/}
UI_20170912_002890	{@st66b}Item de Receita Obtido{/}
UI_20170912_002891	{@st43}Configurar PvP{/}
UI_20170912_002892	{@st66b}Escala da fonte de Dano (%s){/}
UI_20170912_002893	{@st66b}Mostrar tiles{/}
UI_20170912_002894	{@st66b}Usar efeitos de ataque
UI_20170912_002895	{@st66b}O nome do seu Time representa todos os seus personagens e é usado na negociação, Guilds, bate-papo, etc. {nl} Alterar o nome da sua equipe consome 150 TP, então escolha com cuidado.{/}
UI_20170912_002896	{@st41}%s Pontos
UI_20170912_002897	Texto
UI_20170912_002898	Qtt.
UI_20170912_002899	{@st66b}Rank %s
UI_20170912_002900	{@st66b}%s Pontos
UI_20170912_002901	Mapas
UI_20170912_002902	Tipo
UI_20170912_002903	Tipo do Item
UI_20170912_002904	Aquisição mais recente
UI_20170912_002905	Localização
UI_20170912_002906	N/A
UI_20170912_002907	Nome do Shop
UI_20170912_002908	Vendas
UI_20170912_002909	Atributo
UI_20170912_002910	Nome do Peixe
UI_20170912_002911	Total %s Vezes concluída
UI_20170912_002912	Area
UI_20170912_002913	Mapa
UI_20170912_002914	Digite o nome do personagem ou time.
UI_20170912_002915	Nome
UI_20170912_002916	Quest
UI_20170912_002917	%s
UI_20170912_002918	Título
UI_20170912_002919	N/A
UI_20170912_002920	Recompensa
UI_20170912_002921	+1 cubo de recompensa na missão de Saalus
UI_20170925_002922	{img icon_item_tospoint 24 24}{@st41b}Consome 0 TP{nl}Remova o Card sem a perda de uma estrela{/}
UI_20170925_002923	Total na Fila: %s
UI_20170925_002924	Recebendo informações.
UI_20171128_002925	Fechar UI.
UI_20171128_002926	Check Period
UI_20171128_002927	* Recompensas por comparecimento diário serão enviadas automaticamente uma vez por dia ao inventário do primeiro personagem a acessar o jogo.{nl}* Enchant Scroll (14 Dias).{nl}* Recompensas só podem ser recebidas durante o período de verificação de comparecimento. Após esse período, as recompensas deixarão de ser eviadas.{nl}
UI_20171128_002928	{@st66b18}※ A Mudança do Nome do seu Time com TP não é reembolsável.{/}
UI_20171128_002929	Tamanho%s
UI_20171128_002930	{@st42b}Checar
UI_20171128_002931	Expandir Armazém de Guilda
UI_20171128_002932	> Recompensas são %s semanalmente.{nl}> As recompensas incluem  
UI_20171128_002933	 das suas taxas do Mercado da última semana.{nl}> Recompensas de território são entregues como itens de Guerra de Guildas.{nl}> A quantia máxima recebida é de %skk de Silver.{nl}> Visite nosso site oficial para mais informações.
UI_20171128_002934	Busca Automática%s
UI_20171128_002935	{@st41b}Entrar Agora%s
UI_20171128_002936	{@st43}{#ffcc33}{s24}COMPLETO
UI_20171128_002937	{@ST43}{s19}Concluído: 
UI_20171128_002938	{@st43b}{s18}Recompensas
UI_20171128_002939	{@st66d_y}Efeito do Multiply x
UI_20171128_002940	{img icon_item_silver 24 24} Silver
UI_20171128_002941	{img icon_item_cube3 25 25} Cubo
UI_20171128_002942	{img test_indun_exp 30 15} EXP
UI_20171128_002943	{img test_indun_exp 30 15} EXP de Classe
UI_20171128_002944	{@st41b}Sair
UI_20171128_002945	Retorne ao mapa de entrada.
UI_20171128_002946	Porcentagem
UI_20171128_002947	{@st59}Traje Especial{/}
UI_20171128_002948	{@st43}Desmanchar{/}
UI_20171128_002949	{@st43}{#ffcc33}Completo{/}
UI_20171128_002950	{@st41b}Custo{/}
UI_20171128_002951	{@st41b}Desconstruir{/}
UI_20171128_002952	Re-Identificação de Item
UI_20171128_002953	Re-Identificar
UI_20171128_002954	{@st43b}{s18}Coloque o item que deseja melhorar.
UI_20171128_002955	{@st43b}{s18}Opção Atual
UI_20171128_002956	{@st43b}{s18}Antes
UI_20171128_002957	{@st43b}{s18}Depois
UI_20171128_002958	{@st43b}{s18}Material
UI_20171128_002959	{@st59}Mudar nome do Mascote{/}
UI_20171128_002960	{@st43}Loja de Portais{/}
UI_20171128_002961	{@st59}Fechar UI{/}
UI_20171128_002962	Quantidade de Portais %s/%s 
UI_20171128_002963	{@st59}Fechar UI{/}
UI_20171128_002964	Gostaria de desfazer o seu último avanço?{/}
