QUEST_LV_0200_20150317_000001	$Soldado de Philipas
QUEST_LV_0200_20150323_004809	$Tal como a Mestre Clériga explicou, use o Símbolo de Fé para encontrar os emblemas do Sacrário que os monstros engoliram.
QUEST_LV_0200_20150323_004810	$Queime os emblemas do Sacrário
QUEST_LV_0200_20150323_004811	$Você encontrou os emblemas do Sacrário. Queime os emblemas para purificar o Sacrário.
QUEST_LV_0200_20150323_004812	$Pegue Água Pura na Cidade Rieszhkio
QUEST_LV_0200_20150323_004813	$Você precisa de Água Pura para receber a bênção do Sacrário. Pegue Água Pura nos trampolins da Cidade Rieszhkio.
QUEST_LV_0200_20150323_004814	$Trouxe Água Pura. Vá até o Sacrário e reze.
QUEST_LV_0200_20150323_004815	$Reze em frente à Estátua de Vakarine.
QUEST_LV_0200_20150323_004816	$Há uma Estátua de Vakarine perto da Casa do Eremita. {nl}Tente rezar em frente à estátua.
QUEST_LV_0200_20150323_004817	$Proteja a Estátua da Deusa
QUEST_LV_0200_20150323_004818	$Enquanto você rezava, a Estátua foi atacada. Remova os arbustos espinhosos que estão prendendo a estátua e proteja-a dos monstros vindo de várias direções.
QUEST_LV_0200_20150323_004819	$Ofereça Flores
QUEST_LV_0200_20150323_004820	$Você deve oferecer flores a este Sacrário. Coloque flores no Sacrário e reze.
QUEST_LV_0200_20150323_004821	$Como você tem flores, ofereça-as ao Sacrário e receba sua bênção.
QUEST_LV_0200_20150323_004822	$Receba conselhos do Mestre Indulgente
QUEST_LV_0200_20150323_004823	{memo X}Este lugar também parece corrompido. Encontre o Mestre Indulgente que gerencia o Sacrário e peça conselhos. Você irá mais rápido se comprar o pergaminho de teleporte. Ele te levará até a fronteira exterior de Fedimian.
QUEST_LV_0200_20150323_004824	$Purifique a corrupção no Sacrário
QUEST_LV_0200_20150323_004825	$O Purificador que você comprou do Mestre Indulgente pode purificar o Sacrário. Queime o Purificador em frente ao Sacrário.
QUEST_LV_0200_20150323_004826	$Pergunte ao Mestre Indulgente como purificar o Sacrário
QUEST_LV_0200_20150323_004827	$Quando você estava prestes a rezar em frente ao Sacrário, a Árvore de Ferro surgiu. É melhor derrotá-la logo.
QUEST_LV_0200_20150323_004828	$Reze em frente ao Sacrário e receba a bênção.
QUEST_LV_0200_20150323_004829	$Felizmente, o Sacrário ainda não foi corrompido. Reze novamente no Sacrário e receba a sua bênção.
QUEST_LV_0200_20150323_004830	$Um Peregrino caiu na Selva Sestine na Encruzilhada Apsimesti. Pergunte o que aconteceu.
QUEST_LV_0200_20150323_004831	$O Peregrino Theophilis chama você desesperadamente. Aproxime-se e fale com ele.
QUEST_LV_0200_20150323_004832	$Procure a bolsa de Theophilis.
QUEST_LV_0200_20150323_004833	$O Peregrino Theophilis disse que esse lugar foi amaldiçoado e que pode fazer um remédio se você encontrar a bolsa dele. Encontre a bolsa que os monstros levaram.
QUEST_LV_0200_20150323_004834	$Entregue-a para o Peregrino Theophilis
QUEST_LV_0200_20150323_004835	$Você encontrou a bolsa do Peregrino Theophilis. Devolva-a para ele.
QUEST_LV_0200_20150323_004836	$Obtenha %s dos monstros
QUEST_LV_0200_20150323_004837	$O Peregrino Theophilis está olhando a bolsa. Fale com ele novamente para obter o remédio.
QUEST_LV_0200_20150323_004838	$Obtenha Cristais de Seiva de Junco
QUEST_LV_0200_20150323_004839	$O Peregrino Theophilis não sabe o que fazer, pois uma de suas garrafas está quebrada. Obtenha Cristais de Seiva de Junco dos monstros que vivem nas raízes com grandes folhas na parte superior da Selva Sestine.
QUEST_LV_0200_20150323_004840	$Você conseguiu todos os Cristais de Seiva de Junco. Agora entregue-os para Theophilis.
QUEST_LV_0200_20150323_004841	$Você sente algo estranho depois de tomar o remédio feito pelo Peregrino Theophilis. Fale com Theophilis novamente.
QUEST_LV_0200_20150323_004842	$Examine os pertences de Witas
QUEST_LV_0200_20150323_004843	$O Peregrino Theophilis quer que Witas, seu colega, seja curado. Procure os pertences de Witas no túmulo perto da Praça de Reuniões e da Entrada Wedroka.
QUEST_LV_0200_20150323_004844	$Entregue-as para o Peregrino Witas
QUEST_LV_0200_20150323_004845	$Você encontrou todos os objetos de Witas. Encontre o Peregrino Witas para devolver todos os objetos encontrados.
QUEST_LV_0200_20150323_004846	$Procure os Fragmentos de Retrato
QUEST_LV_0200_20150323_004847	$Você encontrou uma Pequena Moldura perto do túmulo, mas restaram apenas fragmentos do Retrato. Você pode encontrar o resto do Retrato com os monstros da área.
QUEST_LV_0200_20150323_004848	$Procure %s caçando monstros
QUEST_LV_0200_20150323_004849	$Procure os fragmentos do Retrato caçando os monstros
QUEST_LV_0200_20150323_004850	$O Baú Abandonado na Entrada Wedroka
QUEST_LV_0200_20150323_004851	$Um baú parece abandonado na Entrada Wedroka. Examine-o e descubra mais sobre ele.
QUEST_LV_0200_20150323_004852	$Você não consegue encontrar a chave do baú. É possível que tenha sido engolida pelos monstros. Tente derrotar os monstros da área.
QUEST_LV_0200_20150323_004853	$Abra o baú
QUEST_LV_0200_20150323_004854	$Você encontrou a chave! Agora abra o baú.
QUEST_LV_0200_20150323_004855	$Obtenha a chave ao derrotar os monstros
QUEST_LV_0200_20150323_004856	$A única Lagoa da Encruzilhada Apsimesti parece muito suja. Você deve achar um meio de purificá-la.
QUEST_LV_0200_20150323_004857	$Coloque os potes para armazenar a seiva da Árvore dos Irmãos
QUEST_LV_0200_20150323_004858	$Procure potes para armazenar a seiva perto da lagoa. Coloque os potes embaixo das Árvores dos Irmãos perto dos Campos Niekas.
QUEST_LV_0200_20150323_004859	$Procure potes para armazenar a seiva perto da lagoa. Coloque os potes embaixo das Árvores perto dos Campos Niekas.
QUEST_LV_0200_20150323_004860	$Purifique a Lagoa do Silêncio com a seiva da Árvore dos Irmãos
QUEST_LV_0200_20150323_004861	$A seiva foi coletada nos potes. Purifique a Lagoa do Silêncio usando a seiva.
QUEST_LV_0200_20150323_004862	$Ao purificar a Lagoa do Silêncio com a seiva, a Árvore da Fé recuperará sua energia. Jogue a seiva na Lagoa.
QUEST_LV_0200_20150323_004863	$O surgimento da energia maligna
QUEST_LV_0200_20150323_004864	$Com a Árvore da Fé revivida, uma energia maligna e desconhecia surgiu no Campo Peddler. Corra até lá.
QUEST_LV_0200_20150323_004865	$A Súcubo que atraiu o peregrino na Encruzilhada Apsimesti apareceu. Derrote a Súcubo.
QUEST_LV_0200_20150323_004866	Derrote os monstros protegendo o espaço escondido
QUEST_LV_0200_20150323_004867	{memo X}Parece que ainda estamos longe de resolver o acidente no Porto de Paupis. Fale com Frey e veja o que fazer.
QUEST_LV_0200_20150323_004868	{memo X}Você parece estar mais perto da verdadeira natureza do incidente assustador no Porto de Paupis. Fale com Yukirt.
QUEST_LV_0200_20150323_004869	Você pode ver alguma coisa na Floresta Poslinkis. Aproxime-se e observe.
QUEST_LV_0200_20150323_004870	Baús do tesouro suspeitos estão na Floresta Poslinkis. Aproxime-se e observe.
QUEST_LV_0200_20150323_004871	Fale com o Bispo Aurelius no Grande Corredor
QUEST_LV_0200_20150323_004872	$Você conseguiu a Primeira Chave de Maven. Fale com o Bispo Aurelius que está esperando no Grande Corredor.
QUEST_LV_0200_20150323_004873	$Solucione o enigma na Plataforma da Benevolência
QUEST_LV_0200_20150323_004874	$Solucione o enigma na Plataforma da Benevolência e pise nas bases da Capela Arka e da Sala de Recepção. Caso tenha problemas com o enigma, peça ajuda para o Bispo Aurelius.
QUEST_LV_0200_20150323_004875	$Obtenha a Segunda Chave de Maven
QUEST_LV_0200_20150323_004876	$O enigma foi solucionado. Obtenha a Segunda Chave de Maven na Plataforma da Benevolência
QUEST_LV_0200_20150323_004877	$Fale com o Bispo Aurelius na Capela Uolie
QUEST_LV_0200_20150323_004878	$Passe pela Rota da Penitência na parte superior do Grande Corredor e entre nele novamente para encontrar Aurelius.
QUEST_LV_0200_20150323_004879	$Derrote os demônios que querem pegar o Símbolo Sagrado do Poder Espiritual
QUEST_LV_0200_20150323_004880	$Os subordinados de Naktis estão tentando solucionar o enigma de Maven com o Símbolo Sagrado do Poder Espiritual. Derrote os demônios e obtenha o Símbolo do Poder Espiritual.
QUEST_LV_0200_20150323_004881	$Obtenha o Símbolo Sagrado do Poder Espiritual
QUEST_LV_0200_20150323_004882	$Você derrotou todos os demônios que queriam pegar o Símbolo Sagrado do Poder Espiritual. Obtenha o Símbolo Sagrado do Poder Espiritual.
QUEST_LV_0200_20150323_004883	$Felizmente, o Símbolo Sagrado do Poder Espiritual parece bem. Fale com o Bispo Aurelius novamente.
QUEST_LV_0200_20150323_004884	$Recarregue o Símbolo Sagrado do Poder Espiritual
QUEST_LV_0200_20150323_004885	$Recarregue o Símbolo Sagrado do Poder Espiritual derrotando os monstros da área. Caso tenha dificuldades, peça ajuda para o Bispo Aurelius.
QUEST_LV_0200_20150323_004886	$Obtenha a Terceira Chave de Maven no Altar Veinika
QUEST_LV_0200_20150323_004887	$Obtenha a Terceira Chave de Maven usando o Símbolo Sagrado do Poder Espiritual no Altar Veinika.
QUEST_LV_0200_20150323_004888	$Fale com o Sacerdote Ruodell
QUEST_LV_0200_20150323_004889	$O Sacerdote Ruodell precisa da sua ajuda. Fale com o Sacerdote Ruodell.
QUEST_LV_0200_20150323_004890	$Procure documentos relacionados a Naktis
QUEST_LV_0200_20150323_004891	$Você encontrou documentos que ajudam a eliminar a maldição de Naktis. Fale com o Sacerdote Ruodell.
QUEST_LV_0200_20150323_004892	$Fale com a Sacerdotisa Yosana
QUEST_LV_0200_20150323_004893	$A Sacerdotisa Yosana parece perdida. Fale com a Sacerdotisa Yosana.
QUEST_LV_0200_20150323_004894	$Recupere a Pesquisa da Sacerdotisa Yosana
QUEST_LV_0200_20150323_004895	$A Sacerdotisa Yosana disse que seus documentos de pesquisa desapareceram e ela suspeita dos demônios. Derrote os demônios e recupere seus documentos de pesquisa.
QUEST_LV_0200_20150323_004896	$Você encontrou todos os documentos da Sacerdotisa Yosana. Entregue-os para ela.
QUEST_LV_0200_20150323_004897	$Recupere %s
QUEST_LV_0200_20150323_004898	$Fale com a Sacerdotisa Daram
QUEST_LV_0200_20150323_004899	$A Sacerdotisa Daram precisa da sua ajuda. Fale com ela.
QUEST_LV_0200_20150323_004900	$Obtenha solventes usando o Pergaminho da Purificação nos demônios
QUEST_LV_0200_20150323_004901	A Sacerdotisa Daram disse que precisa de vários solventes para fazer o reagente. Use o Pergaminho da Purificação nos demônios e obtenha os solventes.
QUEST_LV_0200_20150323_004902	$Você conseguiu solventes lodosos suficientes. Entregue-os para a Sacerdotisa Daram.
QUEST_LV_0200_20150323_004903	$A Sacerdotisa Daram está pensando em alguma coisa. Fale com ela.
QUEST_LV_0200_20150323_004904	$Use o reagente criado pela Sacerdotisa Daram nos demônios
QUEST_LV_0200_20150323_004905	$A Sacerdotisa Daram disse que conseguiu criar o reagente, mas precisa de ajuda para testá-lo. Teste o reagente nos demônios.
QUEST_LV_0200_20150323_004906	$O Reagente causou vários efeitos. Explique os efeitos do reagente para a Sacerdotisa Daram.
QUEST_LV_0200_20150323_004907	$Derrote Ritheris, subordinado de Naktis
QUEST_LV_0200_20150323_004908	$Fale com a Sacerdotisa Alisha
QUEST_LV_0200_20150323_004909	$A Sacerdotisa Daram precisa da sua ajuda. Fale com a Sacerdotisa Alisha.
QUEST_LV_0200_20150323_004910	$Pegue cardos
QUEST_LV_0200_20150323_004911	$A Sacerdotisa Alisha quer curar o peregrino amaldiçoado, mas não pode pegar as plantas, pois é muito perigoso. Pegue cardos para Alisha.
QUEST_LV_0200_20150323_004912	$Entregue-os para a Sacerdotisa Alisha
QUEST_LV_0200_20150323_004913	$Você coletou Cardos suficientes. Entregue-os para a Sacerdotisa Alisha.
QUEST_LV_0200_20150323_004914	$O remédio parece finalizado. Fale com a Sacerdotisa Alisha novamente.
QUEST_LV_0200_20150323_004915	$Obtenha carne dos monstros da área
QUEST_LV_0200_20150323_004916	$A Sacerdotisa Alisha disse que o remédio foi finalizado, mas acha que ele não vai tomar. Derrote os monstros da área e pegue carne para esconder o remédio.
QUEST_LV_0200_20150323_004917	$Você conseguiu a carne para esconder o remédio. Entregue para a Sacerdotisa Alisha.
QUEST_LV_0200_20150323_004918	$Fale com a Sacerdotisa Loana
QUEST_LV_0200_20150323_004919	$A Sacerdotisa Loana encontrou a verdadeira origem da maldição. Fale com a Sacerdotisa Loana.
QUEST_LV_0200_20150323_004920	$Derrote a Verdadeira Origem da Maldição
QUEST_LV_0200_20150323_004921	$A verdadeira origem da maldição era uma Chaparição. Derrote a Chaparição.
QUEST_LV_0200_20150323_004922	$Você conseguiu derrotar a Chaparição, a verdadeira origem da maldição. Fale com a Sacerdotisa Loana.
QUEST_LV_0200_20150323_004923	$A Sacerdotisa Alisha escondeu o remédio na carne. Fale com a Sacerdotisa Alisha.
QUEST_LV_0200_20150323_004924	$Dê a carne com o remédio para o peregrino
QUEST_LV_0200_20150323_004925	$Dê a carne com o remédio para o peregrino amaldiçoado. Você deve alimentá-lo até observar os efeitos
QUEST_LV_0200_20150323_004926	$O peregrino que comeu a carne com o remédio parece estar se recuperando. Encontre a Sacerdotisa Alisha e conte para ela.
QUEST_LV_0200_20150323_004927	$A Sacerdotisa Loana precisa da sua ajuda. Fale com a Sacerdotisa Loana.
QUEST_LV_0200_20150323_004928	$Ativando o Altar da Purificação
QUEST_LV_0200_20150323_004929	$A Sacerdotisa Loana disse que a maldição na Rota da Penitência é diferente. Ela quer que você encontre sua verdadeira origem. Ative todos os Altares da Purificação na Rota da Penitência.
QUEST_LV_0200_20150323_004930	$Você ativou todos os Altares da Purificação na Rota da Penitência. Fale com a Sacerdotisa Loana novamente.
QUEST_LV_0200_20150323_004931	$Fale com o Peregrino Orville
QUEST_LV_0200_20150323_004932	$O Peregrino Orville está sem palavras depois de ver o cadáver de seu amigo. Fale com o Peregrino Orville.
QUEST_LV_0200_20150323_004933	{memo X}Derrote os monstros no Penhasco Ramybe
QUEST_LV_0200_20150323_004934	$O Peregrino Orville quer enterrar seu amigo no Penhasco Ramybe, de onde é possível ver sua cidade natal, mas os monstros estão atrapalhando. Derrote os monstros no Penhasco Ramybe pelo amigo de Orville.
QUEST_LV_0200_20150323_004935	{memo X}Agora o Penhasco Ramybe parece seguro. Fale com o Peregrino Orville.
QUEST_LV_0200_20150323_004936	$O Peregrino Orville está pronto para o enterro. Fale com ele novamente.
QUEST_LV_0200_20150323_004937	$Vá até o Penhasco Ramybe
QUEST_LV_0200_20150323_004938	{memo X}O Peregrino Orville foi enterrar seu amigo no Penhasco Ramybe. Siga-o até o Penhasco Ramybe.
QUEST_LV_0200_20150323_004939	$Parece que Orville conseguiu se esconder bem. Fale com ele novamente.
QUEST_LV_0200_20150323_004940	$Você conseguiu a terceira chave. Fale com o Bispo Aurelius novamente.
QUEST_LV_0200_20150323_004941	$Procure os documentos que explicam como se transformar em um demônio no Santuário
QUEST_LV_0200_20150323_004942	$O Bispo Aurelius disse que antes de encontrar a próxima chave, você deve procurar os documentos que explicam como se transformar em um demônio. Procure os documentos que explicam como se transformar em um demônio.
QUEST_LV_0200_20150323_004943	$Você encontrou os documentos que explicam como se transformar em um demônio. Fale com o Bispo Aurelius novamente.
QUEST_LV_0200_20150323_004944	$Você coletou todos os materiais para se transformar em um demônio. Fale com o Bispo Aurelius e veja o que fazer.
QUEST_LV_0200_20150323_004945	$Complete o Pergaminho de Transformação Demoníaca no Altar da Inteligência
QUEST_LV_0200_20150323_004946	$O Bispo Aurelius disse que você pode completar o Pergaminho de Transformação Demoníaca no Altar da Inteligência. Resista ao ataque dos demônios enquanto completa o pergaminho.
QUEST_LV_0200_20150323_004947	{memo X}Você completou o pergaminho. Fale com o Bispo Aurelius.
QUEST_LV_0200_20150323_004948	$Está tudo preparado. Fale com o Bispo Aurelius novamente.
QUEST_LV_0200_20150323_004949	$Atraia os demônios até o Altar Gaule
QUEST_LV_0200_20150323_004950	$Atraia os demônios até o Altar Gaule depois de usar o Pergaminho de Transformação Demoníaca.
QUEST_LV_0200_20150323_004951	$Você atraiu demônios suficientes até o Altar Gaule. Fale com o Bispo Aurelius novamente.
QUEST_LV_0200_20150323_004952	$Obtenha a Quarta Chave de Maven
QUEST_LV_0200_20150323_004953	$Está tudo preparado. Pegue a Quarta Chave de Maven dos monstros no Altar Gaule.
QUEST_LV_0200_20150323_004954	Chegou a hora de obter a Quinta Chave de Maven. Fale com o Bispo Aurelius novamente.
QUEST_LV_0200_20150323_004955	$Obtenha a Quinta Chave de Maven solucionando o enigma da Pequena Sala de Recepção
QUEST_LV_0200_20150323_004956	$Obtenha a chave final solucionando o enigma de Maven na Pequena Sala de Recepção. Caso tenha dificuldades com o enigma, peça dicas para o Bispo Aurelius.
QUEST_LV_0200_20150323_004957	$Você conseguiu todas as chaves. Fale com o Bispo Aurelius novamente.
QUEST_LV_0200_20150323_004958	$Entre no Altar Pasara
QUEST_LV_0200_20150323_004959	$O Bispo Aurelius quer que você vá até o Altar Pasara que levará você à sala oculta.
QUEST_LV_0200_20150323_004960	$Você chegou ao Altar Pasara. Fale com o Bispo Aurelius novamente.
QUEST_LV_0200_20150323_004961	$Procure o caminho oculto usando as chaves
QUEST_LV_0200_20150323_004962	$Use as chaves no seu inventário em frente aos orbes para encontrar o caminho oculto. Caso tenha dificuldades com o enigma, fale com o Bispo Aurelius.
