QUEST_LV_0200_20150317_000001	Soldado de Philipas
QUEST_LV_0200_20150714_007397	Ningu? vai te chamar de covarde por fugir da Geada de Pedra.{nl}Mas se fugir de uma tarefa importante, voc?ter?a responsabilidade.
QUEST_LV_0200_20150714_007398	Sei que h?uma forma de restaurar a cidade danificada{nl}pela rebeli? de seiscentos anos atr?. {nl}A pesquisa sobre a Geada de Pedra ?uma das maneiras de fazer isso.
QUEST_LV_0200_20150714_007399	Sei que h?um jeito de anular a maldio completamente.{nl}Por?, Saliamonas parece ter desistido.
QUEST_LV_0200_20150714_007400	Sei que existem fatos desconhecidos.{nl}Embora n? saiba quais s?.
QUEST_LV_0200_20150714_007401	Esta cidade ?como parte da fam?ia para o povo de Kaliss.{nl}Sei que h?um jeito de restaur?la.{nl}
QUEST_LV_0200_20150714_007402	Alguns deles s? mercen?ios, mas tamb? s? o povo de Kaliss.{nl}A maneira como veem esta cidade ?a mesma.
QUEST_LV_0200_20150714_007403	Os ladr?s de t?ulos est? com tudo.{nl}Precisamos esperar suporte extra do quartel-general.
QUEST_LV_0200_20150714_007404	N? dou falsas esperan?s para os outros.{nl}S?quero encontrar um m?odo mais realista.
QUEST_LV_0200_20150714_007405	Enganaram voc?esse tempo todo?{nl}Se esfregar Erva de Velas nas caixas, os monstros as proteger? como algo precioso.{nl}
QUEST_LV_0200_20150714_007406	?imo. Pegue Erva de Velas no distrito comercial.
QUEST_LV_0200_20150714_007407	Me parte o corao ver meus colegas abandonados depois de sucumbirem ?Geada de Pedra...
QUEST_LV_0200_20150714_007408	N? gosto dos soldados do reino.{nl}Eles nos olham como traidores pelo que aconteceu h?seiscentos anos.
QUEST_LV_0200_20150714_007409	Chegou a hora de recuperar a nossa terra.
QUEST_LV_0200_20150714_007410	N? enxergamos bem em dias assim, cheios de detritos de pedra.{nl}Mas quando chove, ?poss?el ver a Rua Ruklys claramente.
QUEST_LV_0200_20150714_007411	Disc?ulo Laius
QUEST_LV_0200_20150714_007412	Vamos encontrar a heran? do mestre se tentarmos mais um pouco...{nl}
QUEST_LV_0200_20150714_007413	Desta vez, Hones n? vai aguentar sem entregar os documentos.
QUEST_LV_0200_20150714_007414	A caminho daqui, vi os folhetos para incentivar o alistamento militar.{nl}Eu arranquei todos. S? bons para assoar o nariz.
QUEST_LV_0200_20150714_007415	Por n? saber o que o mestre tinha na cabe? antes de morrer, estou preocupado.{nl}Ningu? entenderia o que penso.
QUEST_LV_0200_20150714_007416	Quero falar com Hones de novo.{nl}J?faz tanto tempo.
QUEST_LV_0200_20150714_007417	Os propriet?ios fizeram de tudo para recuperar este lugar.{nl}Eles usaram todos os meios e m?odos poss?eis.
QUEST_LV_0200_20150714_007418	?tudo culpa minha por n? ter entendido o que o mestre queria.{nl}Preciso me desculpar por ter confundido voc?
QUEST_LV_0200_20150714_007419	Se o General Adjunto Hans fizer algo suspeito, informe-nos.
QUEST_LV_0200_20150714_007420	Se os suprimentos chegarem na hora certa, n? vamos pegar os suprimentos dos Cavaleiros de Kaliss escondidos.{nl}Ah, por favor, esque? o que eu disse.
QUEST_LV_0200_20150714_007421	Os documentos n? chegaram ainda?{nl}Hones continua insistindo?
QUEST_LV_0200_20150714_007422	Por favor, n? fa? nada suspeito.{nl}Da torre de vigia, consigo ver at?quantos dedos voc?tem.
QUEST_LV_0200_20150714_007423	Voc?n? consegue fugir da Geada de Pedra mesmo que a torre de vigia seja alta.{nl}Tenho pregui? de subir e descer.
QUEST_LV_0200_20150714_007424	Quando colei o folheto, algu? o arrancou.{nl}N? vou perdoar a pessoa que fez isso.
QUEST_LV_0200_20150714_007425	Os ladr?s de t?ulos n? podem subir facilmente, pois h?uma torre de vigia aqui.{nl}Hoje... o tempo n? estava t? bom.
QUEST_LV_0200_20150714_007426	Os suprimentos tamb? v? chegar atrasados hoje.{nl}Disseram que as pessoas l?embaixo receberam os suprimentos dos Cavaleiros de Kaliss em segredo.
QUEST_LV_0200_20150714_007427	Quando trabalho em uma ?ea deserta por muito tempo, descubro v?ios segredos que nem os oficiais s?iores sabem.{nl}Quero que voc?ignore.
QUEST_LV_0200_20150714_007428	H?v?ios registros petrificados flutuando no Estu?io, mas n? mandamos os soldados se livrarem deles.{nl}Ouvi dizer que o conte?o n? ?bom.{nl}
QUEST_LV_0200_20150714_007429	N? entendo por que fizeram isso pelo que aconteceu h?seiscentos anos.{nl}Bom, o pessoal na ea de Verkti ?novato, ent? eles t? disciplina.
QUEST_LV_0200_20150714_007430	Os soldados em miss? trabalharam aqui por muito tempo.{nl}Eles passaram por muita coisa, como as Geadas de Pedra e os monstros, e acabaram meio insens?eis.
QUEST_LV_0200_20150714_007431	Por favor, n? leia os registros antigos e nem leve os artefatos para fora.{nl}Nem mesmo eu perdoarei isso.
QUEST_LV_0200_20150714_007432	Disc?ulo Hones
QUEST_LV_0200_20150714_007433	Vim aqui proteger as ?timas palavras do nosso mestre.{nl}O ?ico que poderia suportar... S? palavras dif?eis de entender...
QUEST_LV_0200_20150714_007434	Caso veja algum ladr? de t?ulos, informe-nos.{nl}Ignorar que os viu ?o mesmo que cometer um crime.
QUEST_LV_0200_20150714_007435	Como voc?chegou t? longe? {nl}Por favor, n? fa? bagun?.
QUEST_LV_0200_20150714_007436	Quando tenho uma miss? aqui, costumo me lembrar dos colegas sacrificados pelas Geadas de Pedra.{nl}Eles n? conseguiram evit?las.
QUEST_LV_0200_20150714_007437	Se encontrar a pessoa que est?arrancando os folhetos, fale comigo.
QUEST_LV_0200_20150714_007438	Ah, espere. J?ouvi falar de voc?na cidade. {nl}Hmm. Acho que preciso pensar melhor.
QUEST_LV_0200_20150714_007439	Espero que Laius n? se machuque.{nl}Por que o mestre n? falou a verdade para ele?
QUEST_LV_0200_20150714_007440	Quero falar com Laius de novo.{nl}Mas acho melhor esperar que ele venha...
QUEST_LV_0200_20150714_007441	Espero que os monstros fiquem calmos.{nl}Talvez esteja esperando demais...
QUEST_LV_0200_20150714_007442	A b?o das Deusas n? chegou a esta cidade.{nl}Este lugar s?est?cheio de monstros e criminosos.
QUEST_LV_0200_20150714_007443	Por favor, informe-nos caso veja algum monstro.{nl}Principalmente se estiverem agrupados ou causando confus?.
QUEST_LV_0200_20150714_007444	Eu escrevi o que fazer no memorando.{nl}Primeiro, encontre o Dispositivo de Fus? de Joia M?ica no T?ulo Subterr?eo de Ritinis.
QUEST_LV_0200_20150714_007445	H?muito tempo, servi como guarda em um ex?cito, assim como eles.{nl}Era um oficial j?ior sonhando me tornar um estrategista. Ao menos antes do Medzio Diena.
QUEST_LV_0200_20150714_007446	Se encontrar pessoas suspeitas que n? sejam soldados ou Cavaleiros de Kaliss, informe-nos.{nl}Principalmente se parecerem ladr?s de t?ulos.
QUEST_LV_0200_20150714_007447	Por favor, n? toque em nada. Mantenha a calma.
QUEST_LV_0200_20150714_007448	Caso encontre registros antigos que depreciem o reino, destrua-os imediatamente ou fale conosco.
QUEST_LV_0200_20150714_007449	A Geada de Pedra pode vir de repente. Se poss?el, fique conosco.
QUEST_LV_0200_20150714_007450	Al? da Geada de Pedra, monstros perigosos e ladr?s amea?dores ficam ?espreita por aqui.{nl}N? sou respons?el por incidentes causados por falta de ateno.
QUEST_LV_0200_20150714_007451	Esta cidade ?uma ?ea restrita.{nl}Tenho ordens para deixar voc?passar, mas fique na linha.
QUEST_LV_0200_20150714_007452	Voc?n? conhece bem este lugar?{nl}A rebeli? de Ruklys aconteceu aqui h?seiscentos anos.{nl}Este lugar ?amaldi?ado pela Geada de Pedra. Portanto, ?muito perigoso.
QUEST_LV_0200_20150714_007453	Espero que me transfiram logo.{nl}N? quero mais ficar nesta cidade horr?el.
QUEST_LV_0200_20150714_007454	Enquanto nenhum de n? quer ficar aqui, voc?simplesmente veio para esta cidade. Que estranho.
QUEST_LV_0200_20150714_007455	?ilegal pegar artefatos, registros ou rel?uias deste lugar.{nl}Qualquer pessoa que fizer isso ser?punida. Tenha isso em mente.{nl}
QUEST_LV_0200_20150714_007456	Quando a Geada de Pedra te acerta, est?tudo acabado.{nl}Perdemos v?ios colegas dessa forma.
QUEST_LV_0200_20150714_007457	Muitos estudiosos e magos famosos do reino n? conseguiram acabar com a maldio da petrificao...{nl}N? entendo como um Cavaleiro de Kaliss seria capaz.
QUEST_LV_0200_20150714_007458	A relao entre o Ex?cito Real e os Cavaleiros de Kaliss ?meio complicada.{nl}Por favor, n? fa? nada proibido, mesmo que os Cavaleiros de Kaliss lhe pe?m.
QUEST_LV_0200_20150714_007459	As regras do ex?cito real s? supremas aqui.{nl}Mesmo que voc?seja o famoso Revelador.
QUEST_LV_0200_20150714_007460	Mesmo que os Cavaleiros de Kaliss pe?m alguma coisa, as ordens do ex?cito real prevalecem.{nl}N? somos a lei aqui.
QUEST_LV_0200_20150714_007461	Os soldados do reino me irritam, mas a?aqueles Ladr?s Dico apareceram.{nl}Por que tem tanta gente em um lugar t? pequeno?
QUEST_LV_0200_20150714_007462	Eu n? aguento mais. Por favor, solte-me dessas amarras.{nl}Voc?pode me libertar derrotando os guardas da ?ea.
QUEST_LV_0200_20150714_007463	Meu nome ?Agailla Flurry. {nl}Eu percebi algo nos epit?ios deixados na terra e gostaria de fazer uma confiss?.
QUEST_LV_0200_20150714_007464	Que tolices s? o excesso de confian? e se deixar influenciar por sentimentos rasos. {nl}Voc?que vive nessa ?oca deve ter percebido algo, assim como eu.{nl}
QUEST_LV_0200_20150714_007465	Todos os outros Reveladores estavam errados.{nl}Mas se fosse voc?.. Eu n? sei.
QUEST_LV_0200_20150714_007466	Voltarei para a minha terra natal com meu filho.{nl}Sim. Com certeza.
QUEST_LV_0200_20150714_007467	N? posso fechar os olhos antes de derrotarmos esse monstro.
QUEST_LV_0200_20150714_007468	Nunca esperei encontrar algu? nesse lugar medonho. Acho que voc??muito competente.{nl}Vou continuar a pesquisa do meu mestre aqui. Acho que podem me chamar de intelectual.{nl}
QUEST_LV_0200_20150714_007469	Por?, nesse momento importante, Hones n? est?cooperando.{nl}Sinto muito pelo meu mestre se Hones continuar agindo assim...{nl}
QUEST_LV_0200_20150714_007470	S?io?{nl}Essa ?a not?ia mais feliz que ouvi recentemente!{nl}
QUEST_LV_0200_20150714_007471	Vamos ver. Eles devem ter escondido o orbe por aqui. Ele pode ser usado para armazenar a energia...{nl}Pegue-o para mim. Vou me preparar para us?lo.
QUEST_LV_0200_20150714_007472	O orbe pode ser usado para armazenar a energia dos mortos.{nl}Foi criado pelo meu mestre. Ele foi um famoso feiticeiro.
QUEST_LV_0200_20150714_007473	Voc?trouxe r?ido. Definitivamente, precisamos disso para invocar a Pedra da Sabedoria.{nl}O mestre a deixou para mim.
QUEST_LV_0200_20150714_007474	Eu tenho o direito de ver os documentos do nosso mestre e n? Hones, certo?
QUEST_LV_0200_20150714_007475	Certo. Use o orbe para absorver a energia dos mortos.{nl}Os monstros no t?ulo possuem a energia dos mortos. Ser?f?il.
QUEST_LV_0200_20150714_007476	Voc?deve absorver a energia de mais monstros.{nl}A Pedra da Sabedoria n? ?invocada facilmente.
QUEST_LV_0200_20150714_007477	O orbe parece cheio de energia.{nl}Isso ?o bastante.
QUEST_LV_0200_20150714_007478	Agora, podemos invocar a Pedra da Sabedoria.{nl}Vamos injetar a energia no Cristal da Alma localizado na C?ara de Pedra Maras...
QUEST_LV_0200_20150714_007479	Toda vez que tentamos fazer isso, os monstros atacam. N? sempre falhamos.{nl}Se Hones me ajudasse...
QUEST_LV_0200_20150714_007480	Ao obter a Pedra da Sabedoria, mostre-a para Hones no Sal? Raiduna.{nl}Se ele descobrir que sou a ?ica pessoa capaz de continuar a pesquisa do mestre, entregar?os documentos.
QUEST_LV_0200_20150714_007481	Hones n? cooperou conosco at?agora, mas ele precisaria entreg?los desta vez.{nl}Como o mestre deixou o orbe para mim, a Pedra da Sabedoria s?pode ser obtida por mim.
QUEST_LV_0200_20150714_007482	Hmm? Esta n? ?a Pedra da Sabedoria?{nl}Quem ?voc?e por que est?me mostrando isso?
QUEST_LV_0200_20150714_007483	Droga. Laius entendeu algo errado.{nl}N?. Talvez o mestre e a Deusa tenham nos guiado at?aqui.{nl}
QUEST_LV_0200_20150714_007484	Enfim, eu tenho a Pedra da Sabedoria tamb?.
QUEST_LV_0200_20150714_007485	Laius... tem um problema.{nl}N? posso dizer. V?at?o esconderijo do mestre. Voc?vai acreditar em mim.
QUEST_LV_0200_20150714_007486	Talvez tenha acabado melhor do que pens?amos.{nl}N? esperava a ajuda de Laius.
QUEST_LV_0200_20150714_007487	O mestre pesquisou sobre as Deusas durante a vida toda.{nl}E ele descobriu algo importante, mas disse que seria perigoso se ca?se nas m?s dos dem?ios.{nl}
QUEST_LV_0200_20150714_007488	Como voc?viu, Laius est?tentando encontrar o resto da pesquisa do mestre por gan?cia.{nl}Mas isso jamais devia ter sido exposto ao mundo.
QUEST_LV_0200_20150714_007489	Haha. Revelador. Talvez...{nl}O mestre disse que algu? confi?el devia cuidar da sua pesquisa antes de morrer.{nl}
QUEST_LV_0200_20150714_007490	E o resto da pesquisa est?em um lugar onde pessoas normais, como eu e Laius, n? podem acessar.{nl}Se voc??mesmo o Revelador, quero que pegue para mim.
QUEST_LV_0200_20150714_007491	Para encontrar a pesquisa, precisamos do Olho da Verdade.{nl}Mas foi destru?o por monstros h?algum tempo.
QUEST_LV_0200_20150714_007492	Com a pedra da Sabedoria, voc?poder?encontrar os monstros carregando fragmentos do Olho da Verdade.
QUEST_LV_0200_20150714_007493	Mesmo que n? seja o Revelador, conto com voc?{nl}Sei que a Pedra da Sabedoria n? ?obtida facilmente.
QUEST_LV_0200_20150714_007494	?imo. Com isso, podemos restaurar completamente o Olho da Verdade.
QUEST_LV_0200_20150714_007495	Certo. Com o Olho da Verdade, encontraremos o Cristal da Alma.{nl}?meio complicado, mas ?muito importante.{nl}
QUEST_LV_0200_20150714_007496	A Tormenta das Trevas est?com o Cristal da Alma na Sala da Lamentao, mas voc?n? pode atac?la normalmente.{nl}Seu corpo ?astral, ent? ?invis?el.{nl}No entanto, com o Olho da Verdade, voc?conseguir?enxerg?la.
QUEST_LV_0200_20150714_007497	N? sabia por que meu mestre deixou essas palavras, pois ele n? sabe a quem eu pediria para se livrar dos restos da pesquisa.{nl}Por?, agora que conheci voc? entendi o significado disso.
QUEST_LV_0200_20150714_007498	Os restos da pesquisa podem ser encontrados com os documentos que Laius queria desesperadamente.{nl}
QUEST_LV_0200_20150714_007499	Leve a Pedra da Sabedoria e o Cristal da Alma com voc?e procure o Dispositivo de Fus? de Joia M?ica no T?ulo Subterr?eo de Ritinis.{nl}Vou anotar o m?odo para voc?
QUEST_LV_0200_20150714_007500	Voc?demorou. {nl}Conseguiu os documentos do mestre com Hones?
QUEST_LV_0200_20150714_007501	Foi um mal-entendido...{nl}Mas eu queria o reconhecimento do mestre assim como Hones.{nl}
QUEST_LV_0200_20150714_007502	O mestre sempre me elogiou, mas eu ficava desconfort?el sempre que pensava sobre Hones.{nl}Mesmo ele j?tendo morrido... ?bom descobrir o que o mestre tinha em mente.{nl}
QUEST_LV_0200_20150714_007503	Eu me sinto t? bem agora. {nl}Quero conversar com Hones.
QUEST_LV_0200_20150714_007504	Muito bem. Voc?encontrou os restos da pesquisa do mestre.{nl}Vou deix?los com voc? ?mais importante que eu continue a vontade do mestre.{nl}
QUEST_LV_0200_20150714_007505	Estou meio decepcionado, mas confort?el de certo modo.{nl}Bem... Laius... Espero que fique bem.
QUEST_LV_0200_20150714_007506	Dispositivo de Fus? de Joia M?ica
QUEST_LV_0200_20150714_007507	Pegue todas as Joias M?icas Espaciais.{nl}?dif?il entender as normas ocultas do espa?, mas meu conhecimento pode ajudar.
QUEST_LV_0200_20150714_007508	Meu mestre, que era um Feiticeiro, pesquisou sobre as Deusas.{nl}Era sobre algum tipo de espa? especial. Ele disse que um vasto conhecimento pode ser obtido nesse espa?.
QUEST_LV_0200_20150714_007509	Memorando de Hones
QUEST_LV_0200_20150714_007510	A Joia M?ica Espacial de Contrato estava na Sala de Recepo, mas foi destru?a recentemente.{nl}Os monstros devem ter fragmentos da joia.
QUEST_LV_0200_20150714_007511	Quando conseguir todos os fragmentos da Joia M?ica, v?at?o T?ulo do Sacerdote Esquecido. {nl}Voc?pode restaurar a Joia M?ica no Campo M?ico da Preservao.
QUEST_LV_0200_20150714_007512	Memorando de Hones
QUEST_LV_0200_20150714_007513	Voc?encontrar?a Joia M?ica Espacial de Promessa na Mina Siaura.{nl}Use o Cristal da Alma nos monstros e obtenha o Rancor Concentrado.{nl}
QUEST_LV_0200_20150714_007514	Com isso, destrua a Pedra de Barreira na Mina Siaura.{nl}O Ca?dor Negro perseguir?voc? mas ser?poss?el encontrar a Joia M?ica Espacial de Promessa no fim da mina.
QUEST_LV_0200_20150714_007515	O Atirador do Templo no Templo das Mem?ias carrega a Joia M?ica Espacial de Oferta.{nl}Ele est?escondido, mas a Pedra da Sabedoria ajudar?a encontr?lo.
QUEST_LV_0200_20150714_007516	Por favor... Salve-nos.{nl}Desaparecerei em breve, mas salve os outros.{nl}Por favor, salve-nos... Salve-os... dos dem?ios terr?eis.
QUEST_LV_0200_20150714_007517	Kupole Vita
QUEST_LV_0200_20150714_007518	J?que voc?tamb? viu isso...{nl} Tenho certeza de que h?algo aqui.{nl}
QUEST_LV_0200_20150714_007519	Ah, sou Kupole Vita.{nl}Eu guio os esp?itos no lugar das Deusas desaparecidas.
QUEST_LV_0200_20150714_007520	Vim procurar esp?itos que desapareceram.{nl} Posso sentir esp?itos aqui que desviaram do caminho habitual.{nl}
QUEST_LV_0200_20150714_007521	Mas n? consigo encontrar provas.{nl}Os esp?itos mal falam comigo.
QUEST_LV_0200_20150714_007522	O qu? Os esp?itos falaram com voc?primeiro?{nl}Voc?deve ter alguma coisa que permita salv?los.{nl}
QUEST_LV_0200_20150714_007523	Tenho um pedido.{nl}Quero que ou? o que eles est? tentando dizer.
QUEST_LV_0200_20150714_007524	Como n? h?provas suficientes, acho que devemos procurar mais esp?itos.{nl}Tamb? devemos descobrir por que eles sumiram sem qualquer palavra.
QUEST_LV_0200_20150714_007525	Os esp?itos n? podem falar por causa de um contrato.{nl}Os dem?ios devem ter usado o Pote do Sil?cio como Contrato de Enunciao.{nl}
QUEST_LV_0200_20150714_007526	Por?, a energia sinistra do contrato ?forte demais para que eu me aproxime.{nl}Pegue o P?de Purificao para repelir a energia e destruir o pote.{nl}
QUEST_LV_0200_20150714_007527	Mas tome cuidado. {nl}Ser?muito perigoso se estiver relacionada aos dem?ios.
QUEST_LV_0200_20150714_007528	Talvez os esp?itos desaparecidos tenham quebrado o contrato ao falar. {nl}Acho que queriam fugir ao fazer isso.
QUEST_LV_0200_20150714_007529	Voc?parece ter destru?o o Pote do Sil?cio em seguran?.{nl}Mas h?algum outro problema?
QUEST_LV_0200_20150714_007530	Os dem?ios parecem ter notado nossos movimentos.{nl} Precisamos resolver isso logo, antes que eles fa?m algo.{nl}
QUEST_LV_0200_20150714_007531	Com a destruio do Contrato de Enunciao, vamos conseguir escutar os esp?itos com mais detalhes.{nl}Seria bom encontrar esp?itos que conhe?m os detalhes do que aconteceu.
