ETC_20150317_000001	$Kepa
ETC_20150406_010782	Você não quebrou o baú a tempo!
ETC_20150406_010783	Abrindo o barril de vinho 
ETC_20150406_010784	Observando as reações dos monstros
ETC_20150406_010785	{memo X}As plantas murchas estão cheias de vida novamente.{nl}Diga isso a Baras!
ETC_20150406_010786	{memo X}O fogo apagou.
ETC_20150406_010787	{memo X}Você obteve a Asa de Dente de Leão.{nl}Coloque a asa para manter o fogo aceso!
ETC_20150406_010788	Fale com o guardião primeiro
ETC_20150406_010789	{memo X}Coordenadas inválidas. Não foi possível criar Hauberk.
ETC_20150406_010790	Blut… Como posso esquecer o traidor que me deixou assim.
ETC_20150406_010791	Vou fazer o que for necessário para ter minha vingança.
ETC_20150406_010792	Eu vou adorar acabar com cada um dos traidores.
ETC_20150406_010793	Nuaele? Aquela coisinha cresceu?
ETC_20150406_010794	Que insolente. Chegar ao ponto de carregar os meus símbolos.
ETC_20150406_010795	O fragmento do lacre de Nuaele era meu. Eu também vou. 
ETC_20150406_010796	{memo X}Ele traiu? Que absurdo.
ETC_20150406_010797	Posso sentir o chamado…
ETC_20150406_010798	Estou sentindo uma energia familiar…
ETC_20150406_010799	Fale com a Mestre Bokor!
ETC_20150406_010800	{memo X}Você coletou raízes de parreira com sucesso
ETC_20150406_010801	{memo X}Veneno está fluindo das parreiras.
ETC_20150406_010802	Um Owo escondido perto das raízes apareceu
ETC_20150406_010803	Você domou o sapo com sucesso!
ETC_20150406_010804	{memo X}Você já possui um sapo treinado!
ETC_20150406_010805	{memo X}Você encontrou a bolsa de sementes de Louise
ETC_20150406_010806	Vamos!
ETC_20150406_010807	Obrigado. Posso ir sozinho daqui em diante.
ETC_20150406_010808	{memo X}Não é possível criar nenhum item com os fragmentos atuais.
ETC_20150406_010809	Pó de Cristal de Terreno (20 Fragmentos de Cristal)
ETC_20150406_010810	{memo X}Cristal de Ar Refrescante (100 Fragmentos de Cristal)
ETC_20150406_010811	{memo X}Cristal de Montanha (150 Fragmentos de Cristal)
ETC_20150406_010812	{memo X}Cristal de Vigor (200 Fragmentos de Cristal)
ETC_20150406_010813	{memo X}Cristal da Estabilidade (200 Fragmentos de Cristal)
ETC_20150406_010814	{memo X}Cristal da Sorte (400 Fragmentos de Cristal)
ETC_20150406_010815	{memo X}Cristal de Ressonância Vermelho (500 Fragmentos de Cristal)
ETC_20150406_010816	{memo X}Cristal de Ressonância Vermelho (500 Fragmentos de Cristal)
ETC_20150406_010817	{memo X}Cristal de Ressonância Amarelo (500 Fragmentos de Cristal)
ETC_20150406_010818	{memo X}Cristal de Melhoria de Crescimento (1.000 Fragmentos de Cristal)
ETC_20150406_010819	{memo X}Você não possui fragmentos de cristal suficientes.
ETC_20150406_010820	{memo X}Faça o cristal mágico vibrar. (20 Fragmentos de Cristal)
ETC_20150406_010821	{memo X}Pare.
ETC_20150406_010822	{memo X}Abrindo inventário.
ETC_20150406_010823	{memo X}Gases perigosos logo vazarão do filtro quebrado.
ETC_20150406_010824	{memo X}O dispositivo está sendo ativado. É perigoso!
ETC_20150406_010825	{memo X}O Pilar de Cristal Vermelho está causando a ressonância!
ETC_20150406_010826	{memo X}O Pilar de Cristal Azul está causando a ressonância!
ETC_20150406_010827	{memo X}O Pilar de Cristal Amarelo está causando a ressonância!
ETC_20150406_010828	{memo X}Você não possui nenhum equipamento para causar a ressonância.{nl}Vasculhe o 1o andar.
ETC_20150406_010829	{memo X}Você possui mais itens para registrar do que para consumir.
ETC_20150406_010830	Você já usou o pergaminho nesta área!
ETC_20150406_010831	Responda à pergunta do Guardião novamente
ETC_20150406_010832	Dispositivo de Processamento de Cristal
ETC_20150406_010833	{memo X}O cristal mágico musical 
ETC_20150406_010834	Bolsa perdida do Minerador
ETC_20150406_010835	Minério de Cristal
ETC_20150406_010836	Filtro Quebrado
ETC_20150406_010837	{memo X}Ativar Música
ETC_20150406_010838	{memo X}Pilar de Cristal Vermelho
ETC_20150406_010839	{memo X}Pilar de Cristal Azul
ETC_20150406_010840	{memo X}Pilar de Cristal Amarelo
ETC_20150406_010841	Placa de Aviso
ETC_20150406_010842	{memo X}Círculo Mágico
ETC_20150406_010843	{memo X}Gerador de Energia Mágica
ETC_20150406_010844	{memo X}Ativar Grãos
ETC_20150406_010845	$Bolsa Caída
ETC_20150406_010846	Para o outro lado
ETC_20150414_010847	Infragalas
ETC_20150414_010848	Infratitular
ETC_20150414_010849	A aparição dos demônios causou diversas mutações. Os Infratitulares são algumas delas.
ETC_20150414_010850	$Infraburk
ETC_20150414_010851	$Não se sabe quais miniaturas de monstros são os Infraburks. O que se sabe é que são ferozes.
ETC_20150414_010852	Infrapedraruga
ETC_20150414_010853	Gosma Experimental
ETC_20150414_010854	Infrasanguíneo
ETC_20150414_010855	Infrapedraruga Vermelha
ETC_20150414_010856	Velha Infrapedraruga
ETC_20150414_010857	Infrasanguíneo Vermelho
ETC_20150414_010858	Colimosca Negra
ETC_20150414_010859	{memo X}Colimosca Azul-Marinho
ETC_20150414_010860	{memo X}Colimosca Amarela
ETC_20150414_010861	Digo
ETC_20150414_010862	Cabideiro
ETC_20150414_010863	{memo X}Normal
ETC_20150414_010864	{memo X}Chamas
ETC_20150414_010865	{memo X}Espinho Venenoso
ETC_20150414_010866	{memo X}Teia
ETC_20150414_010867	{memo X}Pilar
ETC_20150414_010868	{memo X}Suporte de Pé
ETC_20150414_010869	{memo X}Magnético
ETC_20150414_010870	{memo X}Letárgico
ETC_20150414_010871	{memo X}Antena
ETC_20150414_010872	{memo X}Enfraquecedor
ETC_20150414_010873	Faisão
ETC_20150414_010874	{memo X}Bloqueie os servos de Natkis até que o pergaminho da transformação esteja completo.
ETC_20150414_010875	Altar do Conhecimento
ETC_20150414_010876	Ataque e destrua o círculo mágico!
ETC_20150414_010877	O círculo mágico está em chamas!{nl}Obtenha lenha do Dente de Leão Laranja e mantenha o fogo aceso!
ETC_20150414_010878	Armazém do Barão
ETC_20150414_010879	Chefe Mercenário da Família Shaton
ETC_20150414_010880	{memo X}A pedra guardiã do Cristal de Raiz de Árvore da Preguiça apareceu! {nl}Destrua-a por completo.
ETC_20150414_010881	Pedra Guardiã do Cristal de Raiz de Árvore
ETC_20150414_010882	Você está tentando interferir em meus planos?
ETC_20150414_010883	Acabe com ele.
ETC_20150414_010884	Parece que cheguei a tempo. {nl}Primeiro, a cura...
ETC_20150414_010885	Você tocou os pedaços mágicos do altar, né?{nl}Eu avisei você para não tocá-los...
ETC_20150414_010886	Então, temos uma escolha, Revelador. {nl}Tenho que dizer uma coisa, então, encontre-me na Terra Agrícola de Uskis.
ETC_20150414_010887	Destrua o Círculo de Invocação Demoníaca
ETC_20150414_010888	Você de novo.
ETC_20150414_010889	Impeça-os de interferir enquanto eu absorvo a energia.
ETC_20150414_010890	Não vou me render tão fácil!
ETC_20150414_010891	Fique alerta.
ETC_20150414_010892	Venham, meus servos!
ETC_20150414_010893	Hauberk! Hora de voltar.
ETC_20150414_010894	Desista, Hauberk!
ETC_20150414_010895	Isso não é da sua conta!
ETC_20150414_010896	Certo.
ETC_20150414_010897	Entendido.
ETC_20150414_010898	Você achou que poderia fazer o que quisesse?
ETC_20150414_010899	Pare, Hauberk!
ETC_20150414_010900	Acorde, Revelador!
ETC_20150414_010901	Depressa, fale para a deusa sobre a fuga de Hauberk!
ETC_20150414_010902	Venha por aqui…
ETC_20150414_010903	$Dionysus! A deusa está te procurando.
ETC_20150414_010904	Kupoles. {nl}Comecem o ritual.
ETC_20150414_010905	{memo X}Requer o 3o Círculo de Taumaturgo
ETC_20150414_010906	{memo X}Você obteve 100 receitas
ETC_20150414_010907	{memo X}Você tentou 25 quests de grupo.
ETC_20150414_010908	{memo X}Você concluiu a quest do Cemitério dos Grilhões.
ETC_20150414_010909	{memo X}Você caçou 500 Hamings
ETC_20150414_010910	Bônus de Grupo da Floresta da Oração
ETC_20150414_010911	Vozes
ETC_20150414_010912	As vozes na sua mente deixam você com sede.
ETC_20150414_010913	Emitir OTP
ETC_20150414_010914	Vozes: Voz do Rei
ETC_20150414_010915	Códigos secretos percorrem sua mente.
ETC_20150414_010916	Carregar Energia do Monstro
ETC_20150414_010917	Teia de Aranha
ETC_20150414_010918	Montanheses são lutadores duros que utilizam espadas de duas mãos. Eles fazem com que os inimigos se choquem uns contra os outros ou contra o chão, o que os torna excelentes para enfrentar vários inimigos.
ETC_20150414_010919	Centuriões comandam a batalha com formações. Eles controlam outros soldados e utilizam diferentes formações dependendo da situação.
ETC_20150414_010920	Corsários são especialistas em armas de duas mãos e emboscar inimigos por trás. Todos que se juntam ao grupo de Corsários se tornam piratas.
ETC_20150414_010921	Ataque, Grupo
ETC_20150414_010922	Doppelsoeldners são mercenários que enfrentam grandes riscos por grandes recompensas. Eles se expõem perigosamente aos inimigos para receberem um grande poder de ataque ou muita EXP.
ETC_20150414_010923	Escudeiros são guerreiros que dão suporte a outros soldados. Esse suporte envolve reparar e melhorar armas ou a montagem de um acampamento para ajudar a equipe.
ETC_20150414_010924	Suporte, Confecção, Grupo
ETC_20150414_010925	Ataque, Suporte
ETC_20150414_010926	Alquimistas usam a alquimia para melhorar suas joias e sintetizar ou confeccionar itens.
ETC_20150414_010927	Feiticeiros invocam e controlam demônios para enfrentar seus inimigos ou até mesmo para servir como montaria.
ETC_20150414_010928	Invocação, Ataque
ETC_20150414_010929	Suporte
ETC_20150414_010930	Cronomantes são magos que controlam o tempo. Eles param, aceleram ou voltam o tempo para ajudar os soldados.
ETC_20150414_010931	Necromantes são magos que usam os mortos Eles atacam ou fazem invocações usando os corpos coletados ao longo do tempo.
ETC_20150414_010932	Suporte, Controle
ETC_20150414_010933	Ataque de Instalação
ETC_20150414_010934	Ladinos são combatentes profissionais que farão de tudo para vencer. São especialistas em emboscar inimigos por trás usando arcos e adagas.
ETC_20150414_010935	Os Schwarzer Reiters fazem manobras rápidas. Eles são especialistas em diversas técnicas de tiro de pistola.
ETC_20150414_010936	Ataque de Manobra
ETC_20150414_010937	Flecheiros fazem e usam flechas especiais. Flechas diferentes resultam em ataques poderosos dependendo do tipo de inimigo e da situação de combate.
ETC_20150414_010938	Ataque, Confecção
ETC_20150414_010939	Falcoeiro
ETC_20150414_010940	Os Falcoeiros controlam Falcões. Falcões podem ser inquietos, mas se tornam companheiros confiáveis quando bem treinados.
ETC_20150414_010941	Druidas são clérigos que usam o poder da natureza. Eles controlam plantas para ajudar aliados ou se transformam em monstros para usar as habilidades deles.
ETC_20150414_010942	Oráculos são sacerdotes que usam previsão. Eles podem prever ou interferir nos ataques inimigos e determinar seu destino.
ETC_20150414_010943	Procurar Ativador
ETC_20150414_010944	Cristal de Vakarine
ETC_20150414_010945	Kupole 1
ETC_20150414_010946	Kupole 2
ETC_20150414_010947	Kupole 3
ETC_20150414_010948	Kupole 4
ETC_20150414_010949	Kupole 5
ETC_20150414_010950	Kupole 6
ETC_20150414_010951	Peregrina
ETC_20150414_010952	Peregrino 1 - Penteado Novo 1
ETC_20150414_010953	Peregrino 1 - Penteado Novo 2
ETC_20150414_010954	Peregrino 1 - Penteado Existente 1
ETC_20150414_010955	Peregrino 1 - Penteado Existente 2
ETC_20150414_010956	Peregrino 1 - Penteado Existente 3
ETC_20150414_010957	Peregrino 1 - Penteado Existente 4
ETC_20150414_010958	Historiadora
ETC_20150414_010959	Bolsa de plantas
ETC_20150414_010960	Motor
ETC_20150414_010961	Entrada do Armazém
ETC_20150414_010962	Cadeira de Vagão
ETC_20150414_010963	Secador de Alimentos
ETC_20150414_010964	Dente de Leão Florido
ETC_20150414_010965	Círculo Mágico Concluído
ETC_20150414_010966	Círculo Mágico Quebrado
ETC_20150414_010967	Asa da Estátua da Deusa
ETC_20150414_010968	Cabeça da Estátua da Deusa
ETC_20150414_010969	NPC Shnayim
ETC_20150414_010970	Cristal Vermelho
ETC_20150414_010971	Cristal Azul
ETC_20150414_010972	Cristal Amarelo
ETC_20150414_010973	Barão Allerno
ETC_20150414_010974	Homem Druida
ETC_20150414_010975	Mulher Druida
ETC_20150414_010976	Falcão
ETC_20150414_010977	Comprar Itens de Wugushi
ETC_20150414_010978	Comprar Itens de Escudeiro
ETC_20150414_010979	Usar Perícia de Alquimista
ETC_20150414_010980	Comprar Itens de Alquimista
ETC_20150414_010981	Comprar Itens de Flecheiro
ETC_20150414_010982	Formação do Mundo
ETC_20150414_010983	Usar Perícia de Falcoeiro
ETC_20150414_010984	{memo X}IvnItem:FARM47_1_SQ_060_ITEM_1:1/DoTimeAction:Fazendo carne seca:3:MAKING:None
ETC_20150414_010985	{memo X}AnimNPC:Local:OPEN:0/Notice:NOTICE_Dm_!:Você fez carne seca!:3/Sleep:5000/AnimNPC:Local:CLOSE:0/EffectNPC:Local:F_smoke135_dark:2:BOT/GiveItem:FARM47_1_SQ_060_ITEM_2:1/TakeItem:FARM47_1_SQ_060_ITEM_1:1/Property:2/PropertyAdd:1
ETC_20150414_010986	Detenha Rexipher
ETC_20150414_010987	$Destrua o Cerne de Cristal de Raiz de Árvore Disperso
ETC_20150414_010988	Ative o Altar Gedulah antes que Rexipher o destrua
ETC_20150414_010989	{memo X}Ativar o Altar de Sviesa
ETC_20150414_010990	Proteja o ritual do lacre da fenda dimensional
ETC_20150414_010991	Encontre Hauberk escondido em meio aos corpos dos demônios próximos
ETC_20150414_010992	$Suprima os demônios usando a Runa da Estrela Vespertina
ETC_20150414_010993	{memo X}Use o Cristal da Doutrina de Arune
ETC_20150414_010994	Borrife a poção especial de Charlotte nas parreiras apodrecidas.
ETC_20150414_010995	Derrote os monstros invocados por Gord Shaton
ETC_20150414_010996	Junte energia maligna de monstros no jarro
ETC_20150414_010997	Enterre o jarro com a aura maligna próximo ao círculo mágico
ETC_20150414_010998	Pegar Emprestado Ferramenta Agrícola - Pá
ETC_20150414_010999	Pegar Emprestado Ferramenta Agrícola - Forcado
ETC_20150414_011000	Pegar Emprestado Ferramenta Agrícola - Foice
ETC_20150414_011001	Cace monstros e obtenha carne
ETC_20150414_011002	Conjunto de Vigia
ETC_20150414_011003	{memo X}Ataque contra Demônios +6
ETC_20150414_011004	{memo X}Ataque contra Demônios +8
ETC_20150414_011005	{memo X}1% de chance de o ataque contra demônios aumentar +157 por 30 segundos ao usar ataques normais.
ETC_20150414_011006	Limite de nível para ocultar PlayEffectToGround
ETC_20150414_011007	{memo X}Receita - Kaskara Rudimentar
ETC_20150414_011008	Receita - Alfanje do Aras
ETC_20150414_011009	Receita - Kozuka
ETC_20150414_011010	Receita - Badelaire
ETC_20150414_011011	Receita - Saif
ETC_20150414_011012	Receita - Espada Grande
ETC_20150414_011013	Receita - Katzbalger
ETC_20150414_011014	Receita - Espadim
ETC_20150414_011015	{memo X}Receita - Bengala de Nômade Rudimentar
ETC_20150414_011016	Receita - Bastão Longo do Aras
ETC_20150414_011017	Receita - Bastão de Serpente
ETC_20150414_011018	Receita - Bastão de Transmutação
ETC_20150414_011019	Receita - Bastão de Nald
ETC_20150414_011020	{memo X}Receita - Cajado de Carvalho Rudimentar
ETC_20150414_011021	Receita - Cajado de Aço
ETC_20150414_011022	Receita - Cajado de Aço Superior
ETC_20150414_011023	Receita - Cajado Perfeito
ETC_20150414_011024	{memo X}Receita - Arco Longo Rudimentar
ETC_20150414_011025	Receita - Arco Curto do Aras
ETC_20150414_011026	Receita - Arco Recurvo
ETC_20150414_011027	Receita - Arco de Cerco
ETC_20150414_011028	Receita - Arco de Precisão
ETC_20150414_011029	{memo X}Receita - Besta Rudimentar
ETC_20150414_011030	Receita - Balestra
ETC_20150414_011031	Receita - Torreta de Fedimian
ETC_20150414_011032	{memo X}Receita - Maça Rudimentar
ETC_20150414_011033	Receita - Clava de Ferro do Aras
ETC_20150414_011034	Receita - Maul de Combate
ETC_20150414_011035	Receita - Clava de Fedimian
ETC_20150414_011036	Receita - Maça de Runa
ETC_20150414_011037	Receita - Spontoon Longa
ETC_20150414_011038	Receita - Ahlspiess
ETC_20150414_011039	Receita - Ahlspiess Gelti
ETC_20150414_011040	Receita - Luvas de Grima
ETC_20150414_011041	Receita - Botas de Grima
ETC_20150414_011042	{memo X}Receita - Luvas Reais
ETC_20150414_011043	{memo X}Receita - Botas Reais
ETC_20150414_011044	Receita - Luvas de Magnânimo
ETC_20150414_011045	Receita - Botas de Magnânimo
ETC_20150414_011046	Receita - Túnica de Magnânimo
ETC_20150414_011047	{memo X}Receita - Luvas Reais Superiores
ETC_20150414_011048	{memo X}Receita - Botas Reais Superiores
ETC_20150414_011049	{memo X}Receita - Calças Reais Superiores
ETC_20150414_011050	{memo X}Receita - Túnica Real Superior
ETC_20150414_011051	{memo X}Receita - Luvas de Brigantina Superiores
ETC_20150414_011052	{memo X}Receita - Botas de Brigantina Superiores
ETC_20150414_011053	{memo X}Receita - Calças de Brigantina Superiores
ETC_20150414_011054	{memo X}Receita - Armadura de Brigantina Superior
ETC_20150414_011055	{memo X}Receita - Luvas Forradas de Metal
ETC_20150414_011056	{memo X}Receita - Botas Forradas de Metal
ETC_20150414_011057	{memo X}Receita - Calças Forradas de Metal
ETC_20150414_011058	{memo X}Receita - Armadura Forrada de Metal
ETC_20150414_011059	Receita - Luvas de Fedimian
ETC_20150414_011060	Receita - Botas de Fedimian
ETC_20150414_011061	Receita - Calças de Fedimian
ETC_20150414_011062	Receita - Túnica de Fedimian
ETC_20150414_011063	Receita - Luvas de Couro de Fedimian
ETC_20150414_011064	Receita - Botas de Couro de Fedimian
ETC_20150414_011065	Receita - Calças de Couro de Fedimian
ETC_20150414_011066	Receita - Armadura de Couro de Fedimian
ETC_20150414_011067	Receita - Luvas de Fedimian
ETC_20150414_011068	Receita - Botas de Fedimian
ETC_20150414_011069	Receita - Calças de Fedimian
ETC_20150414_011070	Receita - Armadura de Fedimian
ETC_20150414_011071	{memo X}Receita - Luvas de Mágico
ETC_20150414_011072	{memo X}Receita - Botas de Mágico
ETC_20150414_011073	{memo X}Receita - Calças de Mágico
ETC_20150414_011074	{memo X}Receita - Túnica de Mágico
ETC_20150414_011075	{memo X}Receita - Luvas de Caça
ETC_20150414_011076	{memo X}Receita - Botas de Caça
ETC_20150414_011077	{memo X}Receita - Calças de Caça
